rank,name,score,ts
1,삼성전자,10.03,2026-05-30 10:20:22
2,SK하이닉스,7.08,2026-05-30 10:20:22
3,LG전자,5.98,2026-05-30 10:20:22
4,삼성전기,4.86,2026-05-30 10:20:22
5,NAVER,4.32,2026-05-30 10:20:22
6,현대차,3.65,2026-05-30 10:20:22
7,LG씨엔에스,3.12,2026-05-30 10:20:22
8,LG이노텍,2.54,2026-05-30 10:20:22
9,삼성에스디에스,2.06,2026-05-30 10:20:22
10,두산에너빌리티,1.78,2026-05-30 10:20:22
11,삼성SDI,1.50,2026-05-30 10:20:22
12,LS ELECTRIC,1.38,2026-05-30 10:20:22
13,주성엔지니어링,1.37,2026-05-30 10:20:22
14,LG에너지솔루션,1.28,2026-05-30 10:20:22
15,현대모비스,1.26,2026-05-30 10:20:22
16,한미반도체,1.22,2026-05-30 10:20:22
17,카카오,1.17,2026-05-30 10:20:22
18,LG디스플레이,1.11,2026-05-30 10:20:22
19,에코프로,1.05,2026-05-30 10:20:22
20,현대오토에버,1.01,2026-05-30 10:20:22
21,대한광통신,1.00,2026-05-30 10:20:22
22,대우건설,0.97,2026-05-30 10:20:22
23,LG,0.97,2026-05-30 10:20:22
24,한화오션,0.95,2026-05-30 10:20:22
25,POSCO홀딩스,0.94,2026-05-30 10:20:22
26,삼성전자우,0.94,2026-05-30 10:20:22
27,대한전선,0.89,2026-05-30 10:20:22
28,HLB,0.87,2026-05-30 10:20:22
29,삼성중공업,0.85,2026-05-30 10:20:22
30,에코프로비엠,0.85,2026-05-30 10:20:22
