rank,name,score,ts
1,삼성전자,25.41,2026-08-11 13:46:45
2,SK하이닉스,16.19,2026-08-11 13:46:45
3,삼성전기,2.99,2026-08-11 13:46:45
4,셀트리온,2.34,2026-08-11 13:46:45
5,알테오젠,2.02,2026-08-11 13:46:45
6,현대차,1.77,2026-08-11 13:46:45
7,한화오션,1.66,2026-08-11 13:46:45
8,NAVER,1.66,2026-08-11 13:46:45
9,주성엔지니어링,1.49,2026-08-11 13:46:45
10,삼성전자우,1.49,2026-08-11 13:46:45
11,두산에너빌리티,1.46,2026-08-11 13:46:45
12,LG전자,1.44,2026-08-11 13:46:45
13,금호건설,1.39,2026-08-11 13:46:45
14,SK스퀘어,1.28,2026-08-11 13:46:45
15,대한광통신,1.15,2026-08-11 13:46:45
16,삼성SDI,1.00,2026-08-11 13:46:45
17,한국항공우주,0.98,2026-08-11 13:46:45
18,에코프로,0.95,2026-08-11 13:46:45
19,카카오,0.91,2026-08-11 13:46:45
20,한화솔루션,0.90,2026-08-11 13:46:45
21,한미반도체,0.89,2026-08-11 13:46:45
22,제주반도체,0.84,2026-08-11 13:46:45
23,HLB,0.70,2026-08-11 13:46:45
24,삼성중공업,0.70,2026-08-11 13:46:45
25,대우건설,0.68,2026-08-11 13:46:45
26,에스피지,0.68,2026-08-11 13:46:45
27,LG씨엔에스,0.64,2026-08-11 13:46:45
28,POSCO홀딩스,0.62,2026-08-11 13:46:45
29,삼천당제약,0.62,2026-08-11 13:46:45
30,삼성에스디에스,0.61,2026-08-11 13:46:45
