rank,name,score,ts
1,삼성전자,17.44,2026-03-13 09:52:35
2,SK하이닉스,7.38,2026-03-13 09:52:35
3,두산에너빌리티,3.37,2026-03-13 09:52:35
4,현대차,3.33,2026-03-13 09:52:35
5,SK이터닉스,3.21,2026-03-13 09:52:35
6,삼성중공업,2.71,2026-03-13 09:52:35
7,한화시스템,1.94,2026-03-13 09:52:35
8,우리기술,1.91,2026-03-13 09:52:35
9,에코프로,1.62,2026-03-13 09:52:35
10,현대ADM,1.44,2026-03-13 09:52:35
11,LIG넥스원,1.43,2026-03-13 09:52:35
12,흥구석유,1.42,2026-03-13 09:52:35
13,한화솔루션,1.36,2026-03-13 09:52:35
14,한화오션,1.36,2026-03-13 09:52:35
15,포스코퓨처엠,1.31,2026-03-13 09:52:35
16,미래에셋증권,1.24,2026-03-13 09:52:35
17,현대건설,1.24,2026-03-13 09:52:35
18,대한광통신,1.16,2026-03-13 09:52:35
19,한미반도체,1.16,2026-03-13 09:52:35
20,삼성SDI,1.11,2026-03-13 09:52:35
21,S-Oil,1.10,2026-03-13 09:52:35
22,NAVER,1.08,2026-03-13 09:52:35
23,삼성전자우,1.04,2026-03-13 09:52:35
24,현대바이오,1.03,2026-03-13 09:52:35
25,펄어비스,0.99,2026-03-13 09:52:35
26,삼표시멘트,0.98,2026-03-13 09:52:35
27,대우건설,0.97,2026-03-13 09:52:35
28,에코프로비엠,0.89,2026-03-13 09:52:35
29,포스코인터내셔널,0.87,2026-03-13 09:52:35
30,한화에어로스페이스,0.86,2026-03-13 09:52:35
