rank,name,score,ts
1,삼성전자,12.56,2026-04-12 10:05:13
2,SK하이닉스,5.52,2026-04-12 10:05:13
3,대한광통신,4.15,2026-04-12 10:05:13
4,대우건설,3.31,2026-04-12 10:05:13
5,삼천당제약,3.04,2026-04-12 10:05:13
6,현대차,2.50,2026-04-12 10:05:13
7,펄어비스,2.25,2026-04-12 10:05:13
8,에코프로,1.93,2026-04-12 10:05:13
9,두산에너빌리티,1.71,2026-04-12 10:05:13
10,GS건설,1.70,2026-04-12 10:05:13
11,삼성SDI,1.39,2026-04-12 10:05:13
12,삼성E&A,1.38,2026-04-12 10:05:13
13,대한해운,1.38,2026-04-12 10:05:13
14,흥아해운,1.32,2026-04-12 10:05:13
15,신성이엔지,1.27,2026-04-12 10:05:13
16,쏠리드,1.25,2026-04-12 10:05:13
17,삼성전기,1.21,2026-04-12 10:05:13
18,POSCO홀딩스,1.20,2026-04-12 10:05:13
19,NAVER,1.19,2026-04-12 10:05:13
20,에코프로비엠,1.17,2026-04-12 10:05:13
21,LIG넥스원,1.14,2026-04-12 10:05:13
22,우리기술,1.13,2026-04-12 10:05:13
23,한화솔루션,1.12,2026-04-12 10:05:13
24,흥구석유,1.08,2026-04-12 10:05:13
25,현대건설,1.07,2026-04-12 10:05:13
26,한미반도체,1.04,2026-04-12 10:05:13
27,광전자,1.04,2026-04-12 10:05:13
28,한화시스템,0.95,2026-04-12 10:05:13
29,DL이앤씨,0.91,2026-04-12 10:05:13
30,빛과전자,0.90,2026-04-12 10:05:13
