rank,name,score,ts
1,삼성전자,5.33,2025-12-13 18:34:20
2,SK하이닉스,4.79,2025-12-13 18:34:20
3,두산에너빌리티,3.24,2025-12-13 18:34:20
4,클로봇,3.15,2025-12-13 18:34:20
5,다원시스,2.92,2025-12-13 18:34:20
6,삼성에피스홀딩스,2.46,2025-12-13 18:34:20
7,에코프로,2.43,2025-12-13 18:34:20
8,알테오젠,2.38,2025-12-13 18:34:20
9,한화오션,2.20,2025-12-13 18:34:20
10,현대차,2.02,2025-12-13 18:34:20
11,NAVER,1.81,2025-12-13 18:34:20
12,한올바이오파마,1.69,2025-12-13 18:34:20
13,일동제약,1.60,2025-12-13 18:34:20
14,삼표시멘트,1.59,2025-12-13 18:34:20
15,하림지주,1.58,2025-12-13 18:34:20
16,에이비엘바이오,1.53,2025-12-13 18:34:20
17,에코프로비엠,1.34,2025-12-13 18:34:20
18,LG씨엔에스,1.24,2025-12-13 18:34:20
19,바이젠셀,1.23,2025-12-13 18:34:20
20,이뮨온시아,1.21,2025-12-13 18:34:20
21,대성산업,1.18,2025-12-13 18:34:20
22,신성델타테크,1.18,2025-12-13 18:34:20
23,POSCO홀딩스,1.15,2025-12-13 18:34:20
24,에스피지,1.12,2025-12-13 18:34:20
25,현대로템,1.11,2025-12-13 18:34:20
26,레인보우로보틱스,1.02,2025-12-13 18:34:20
27,한국항공우주,0.98,2025-12-13 18:34:20
28,삼성SDI,0.98,2025-12-13 18:34:20
29,비에이치아이,0.96,2025-12-13 18:34:20
30,한화시스템,0.94,2025-12-13 18:34:20
