rank,name,score,ts
1,삼성전자,7.28,2025-12-25 09:47:25
2,SK하이닉스,5.63,2025-12-25 09:47:25
3,한화오션,4.83,2025-12-25 09:47:25
4,두산에너빌리티,2.63,2025-12-25 09:47:25
5,현대무벡스,2.56,2025-12-25 09:47:25
6,휴림로봇,2.04,2025-12-25 09:47:25
7,에코프로,1.89,2025-12-25 09:47:25
8,현대차,1.80,2025-12-25 09:47:25
9,POSCO홀딩스,1.62,2025-12-25 09:47:25
10,NAVER,1.61,2025-12-25 09:47:25
11,클로봇,1.49,2025-12-25 09:47:25
12,툴젠,1.44,2025-12-25 09:47:25
13,켄코아에어로스페이스,1.43,2025-12-25 09:47:25
14,알테오젠,1.42,2025-12-25 09:47:25
15,에이비엘바이오,1.40,2025-12-25 09:47:25
16,리브스메드,1.32,2025-12-25 09:47:25
17,알지노믹스,1.32,2025-12-25 09:47:25
18,삼성에피스홀딩스,1.24,2025-12-25 09:47:25
19,일동제약,1.20,2025-12-25 09:47:25
20,계양전기,1.18,2025-12-25 09:47:25
21,에코프로비엠,1.15,2025-12-25 09:47:25
22,한국전력,1.12,2025-12-25 09:47:25
23,미래에셋벤처투자,1.08,2025-12-25 09:47:25
24,에스피지,1.05,2025-12-25 09:47:25
25,삼성중공업,1.02,2025-12-25 09:47:25
26,엔켐,1.02,2025-12-25 09:47:25
27,원익홀딩스,0.98,2025-12-25 09:47:25
28,삼성SDI,0.94,2025-12-25 09:47:25
29,레인보우로보틱스,0.93,2025-12-25 09:47:25
30,신성델타테크,0.93,2025-12-25 09:47:25
