rank,name,score,ts
1,삼성전자,17.40,2026-04-03 18:46:06
2,SK하이닉스,7.17,2026-04-03 18:46:06
3,삼천당제약,5.55,2026-04-03 18:46:06
4,SK이터닉스,3.11,2026-04-03 18:46:06
5,클로봇,2.92,2026-04-03 18:46:06
6,현대차,2.43,2026-04-03 18:46:06
7,LIG넥스원,2.41,2026-04-03 18:46:06
8,한화솔루션,2.27,2026-04-03 18:46:06
9,두산에너빌리티,2.16,2026-04-03 18:46:06
10,대한광통신,2.07,2026-04-03 18:46:06
11,HD현대에너지솔루션,1.58,2026-04-03 18:46:06
12,한화시스템,1.51,2026-04-03 18:46:06
13,삼성SDI,1.39,2026-04-03 18:46:06
14,한화오션,1.39,2026-04-03 18:46:06
15,펄어비스,1.33,2026-04-03 18:46:06
16,NAVER,1.20,2026-04-03 18:46:06
17,삼성중공업,1.18,2026-04-03 18:46:06
18,삼성E&A,1.14,2026-04-03 18:46:06
19,에코프로,1.14,2026-04-03 18:46:06
20,대우건설,1.08,2026-04-03 18:46:06
21,알테오젠,1.02,2026-04-03 18:46:06
22,POSCO홀딩스,0.95,2026-04-03 18:46:06
23,우리기술,0.91,2026-04-03 18:46:06
24,후성,0.90,2026-04-03 18:46:06
25,삼성전기,0.90,2026-04-03 18:46:06
26,한국전력,0.83,2026-04-03 18:46:06
27,한미반도체,0.81,2026-04-03 18:46:06
28,SK오션플랜트,0.80,2026-04-03 18:46:06
29,현대로템,0.78,2026-04-03 18:46:06
30,한화에어로스페이스,0.77,2026-04-03 18:46:06
