rank,name,score,ts
1,삼성전자,7.50,2026-01-10 18:35:24
2,현대차,5.26,2026-01-10 18:35:24
3,SK하이닉스,4.62,2026-01-10 18:35:24
4,한화시스템,3.88,2026-01-10 18:35:24
5,두산에너빌리티,3.51,2026-01-10 18:35:24
6,한화오션,3.31,2026-01-10 18:35:24
7,한미반도체,2.87,2026-01-10 18:35:24
8,삼성중공업,2.37,2026-01-10 18:35:24
9,계양전기,2.09,2026-01-10 18:35:24
10,현대오토에버,1.82,2026-01-10 18:35:24
11,셀트리온,1.62,2026-01-10 18:35:24
12,NAVER,1.61,2026-01-10 18:35:24
13,에코프로,1.60,2026-01-10 18:35:24
14,한국항공우주,1.48,2026-01-10 18:35:24
15,알테오젠,1.47,2026-01-10 18:35:24
16,한화에어로스페이스,1.42,2026-01-10 18:35:24
17,에이비엘바이오,1.37,2026-01-10 18:35:24
18,디앤디파마텍,1.31,2026-01-10 18:35:24
19,고영,1.25,2026-01-10 18:35:24
20,현대로템,1.19,2026-01-10 18:35:24
21,현대무벡스,1.18,2026-01-10 18:35:24
22,HLB,1.16,2026-01-10 18:35:24
23,휴림로봇,1.09,2026-01-10 18:35:24
24,삼천당제약,1.09,2026-01-10 18:35:24
25,삼성SDI,1.01,2026-01-10 18:35:24
26,현대글로비스,1.00,2026-01-10 18:35:24
27,카카오,0.96,2026-01-10 18:35:24
28,제주반도체,0.92,2026-01-10 18:35:24
29,모베이스전자,0.91,2026-01-10 18:35:24
30,대한광통신,0.90,2026-01-10 18:35:24
