rank,name,score,ts
1,삼성전자,19.57,2026-03-11 18:44:34
2,SK하이닉스,8.24,2026-03-11 18:44:34
3,현대차,3.91,2026-03-11 18:44:34
4,두산에너빌리티,3.31,2026-03-11 18:44:34
5,한화시스템,2.73,2026-03-11 18:44:34
6,미래에셋증권,2.38,2026-03-11 18:44:34
7,한화오션,2.19,2026-03-11 18:44:34
8,에코프로,2.05,2026-03-11 18:44:34
9,한미반도체,1.99,2026-03-11 18:44:34
10,우리기술,1.98,2026-03-11 18:44:34
11,LIG넥스원,1.60,2026-03-11 18:44:34
12,삼성SDI,1.46,2026-03-11 18:44:34
13,흥구석유,1.32,2026-03-11 18:44:34
14,삼성중공업,1.24,2026-03-11 18:44:34
15,S-Oil,1.21,2026-03-11 18:44:34
16,NAVER,1.20,2026-03-11 18:44:34
17,대한광통신,1.14,2026-03-11 18:44:34
18,한화솔루션,1.09,2026-03-11 18:44:34
19,성우하이텍,1.06,2026-03-11 18:44:34
20,삼표시멘트,1.02,2026-03-11 18:44:34
21,알테오젠,1.02,2026-03-11 18:44:34
22,한화에어로스페이스,0.95,2026-03-11 18:44:34
23,에코프로비엠,0.88,2026-03-11 18:44:34
24,POSCO홀딩스,0.87,2026-03-11 18:44:34
25,삼성전자우,0.87,2026-03-11 18:44:34
26,RFHIC,0.86,2026-03-11 18:44:34
27,카카오,0.86,2026-03-11 18:44:34
28,유한양행,0.80,2026-03-11 18:44:34
29,셀트리온,0.78,2026-03-11 18:44:34
30,케이엠더블유,0.75,2026-03-11 18:44:34
