rank,name,score,ts
1,삼성전자,13.46,2026-04-16 13:30:40
2,SK하이닉스,6.21,2026-04-16 13:30:40
3,두산에너빌리티,4.86,2026-04-16 13:30:40
4,현대차,3.82,2026-04-16 13:30:40
5,대우건설,3.77,2026-04-16 13:30:40
6,대한광통신,3.28,2026-04-16 13:30:40
7,우리기술,2.07,2026-04-16 13:30:40
8,광전자,2.05,2026-04-16 13:30:40
9,삼천당제약,1.93,2026-04-16 13:30:40
10,대한전선,1.87,2026-04-16 13:30:40
11,HLB,1.56,2026-04-16 13:30:40
12,NAVER,1.55,2026-04-16 13:30:40
13,페니트리움바이오,1.49,2026-04-16 13:30:40
14,빛과전자,1.29,2026-04-16 13:30:40
15,삼성전기,1.23,2026-04-16 13:30:40
16,SKC,1.22,2026-04-16 13:30:40
17,한화오션,1.16,2026-04-16 13:30:40
18,펄어비스,1.07,2026-04-16 13:30:40
19,삼성전자우,1.07,2026-04-16 13:30:40
20,OCI홀딩스,1.05,2026-04-16 13:30:40
21,에코프로,1.04,2026-04-16 13:30:40
22,삼성SDI,1.01,2026-04-16 13:30:40
23,신성이엔지,1.00,2026-04-16 13:30:40
24,GS건설,0.99,2026-04-16 13:30:40
25,삼성중공업,0.94,2026-04-16 13:30:40
26,한미반도체,0.91,2026-04-16 13:30:40
27,LG전자,0.88,2026-04-16 13:30:40
28,아톤,0.87,2026-04-16 13:30:40
29,삼성E&A,0.84,2026-04-16 13:30:40
30,미래에셋증권,0.81,2026-04-16 13:30:40
