rank,name,score,ts
1,삼성전자,16.77,2026-06-09 19:38:52
2,SK하이닉스,13.42,2026-06-09 19:38:52
3,삼성전기,5.14,2026-06-09 19:38:52
4,NAVER,5.01,2026-06-09 19:38:52
5,LG전자,5.00,2026-06-09 19:38:52
6,현대차,3.68,2026-06-09 19:38:52
7,두산에너빌리티,2.26,2026-06-09 19:38:52
8,LG씨엔에스,1.74,2026-06-09 19:38:52
9,SK이터닉스,1.65,2026-06-09 19:38:52
10,두산로보틱스,1.56,2026-06-09 19:38:52
11,LG이노텍,1.45,2026-06-09 19:38:52
12,현대모비스,1.12,2026-06-09 19:38:52
13,삼성중공업,1.09,2026-06-09 19:38:52
14,펄어비스,1.07,2026-06-09 19:38:52
15,삼성SDI,1.07,2026-06-09 19:38:52
16,한미반도체,1.03,2026-06-09 19:38:52
17,삼성에스디에스,0.97,2026-06-09 19:38:52
18,미래에셋증권,0.97,2026-06-09 19:38:52
19,에코프로,0.94,2026-06-09 19:38:52
20,한화오션,0.89,2026-06-09 19:38:52
21,SK텔레콤,0.87,2026-06-09 19:38:52
22,LS ELECTRIC,0.87,2026-06-09 19:38:52
23,POSCO홀딩스,0.75,2026-06-09 19:38:52
24,현대건설,0.72,2026-06-09 19:38:52
25,SK스퀘어,0.71,2026-06-09 19:38:52
26,삼성전자우,0.70,2026-06-09 19:38:52
27,대한광통신,0.70,2026-06-09 19:38:52
28,알테오젠,0.70,2026-06-09 19:38:52
29,삼성E&A,0.69,2026-06-09 19:38:52
30,후성,0.69,2026-06-09 19:38:52
