rank,name,score,ts
1,삼성전자,12.04,2026-04-17 16:05:22
2,SK하이닉스,6.86,2026-04-17 16:05:22
3,삼성SDI,3.37,2026-04-17 16:05:22
4,현대차,3.02,2026-04-17 16:05:22
5,대우건설,2.84,2026-04-17 16:05:22
6,빛과전자,2.81,2026-04-17 16:05:22
7,광전자,2.53,2026-04-17 16:05:22
8,대한광통신,2.48,2026-04-17 16:05:22
9,두산에너빌리티,2.23,2026-04-17 16:05:22
10,삼성전기,2.02,2026-04-17 16:05:22
11,한화솔루션,1.98,2026-04-17 16:05:22
12,삼천당제약,1.89,2026-04-17 16:05:22
13,한화엔진,1.88,2026-04-17 16:05:22
14,POSCO홀딩스,1.73,2026-04-17 16:05:22
15,STX엔진,1.68,2026-04-17 16:05:22
16,후성,1.45,2026-04-17 16:05:22
17,삼성중공업,1.35,2026-04-17 16:05:22
18,기가레인,1.28,2026-04-17 16:05:22
19,우리로,1.27,2026-04-17 16:05:22
20,에코프로,1.23,2026-04-17 16:05:22
21,NAVER,1.08,2026-04-17 16:05:22
22,한화오션,1.06,2026-04-17 16:05:22
23,미래에셋벤처투자,1.05,2026-04-17 16:05:22
24,엘앤에프,1.04,2026-04-17 16:05:22
25,대한전선,1.03,2026-04-17 16:05:22
26,삼성전자우,1.00,2026-04-17 16:05:22
27,신풍제약,0.97,2026-04-17 16:05:22
28,HLB,0.93,2026-04-17 16:05:22
29,포스코퓨처엠,0.91,2026-04-17 16:05:22
30,우리기술,0.87,2026-04-17 16:05:22
