rank,name,score,ts
1,삼성전자,26.09,2026-08-24 16:34:17
2,SK하이닉스,16.03,2026-08-24 16:34:17
3,한미약품,4.18,2026-08-24 16:34:17
4,삼성전기,2.67,2026-08-24 16:34:17
5,삼성SDI,2.23,2026-08-24 16:34:17
6,삼성전자우,2.19,2026-08-24 16:34:17
7,NAVER,1.84,2026-08-24 16:34:17
8,현대차,1.83,2026-08-24 16:34:17
9,LG전자,1.69,2026-08-24 16:34:17
10,두산에너빌리티,1.57,2026-08-24 16:34:17
11,대한광통신,1.24,2026-08-24 16:34:17
12,SK스퀘어,1.16,2026-08-24 16:34:17
13,에코프로,1.09,2026-08-24 16:34:17
14,POSCO홀딩스,0.99,2026-08-24 16:34:17
15,에코프로비엠,0.98,2026-08-24 16:34:17
16,카카오,0.96,2026-08-24 16:34:17
17,한미사이언스,0.94,2026-08-24 16:34:17
18,엘앤에프,0.88,2026-08-24 16:34:17
19,알테오젠,0.88,2026-08-24 16:34:17
20,한화오션,0.81,2026-08-24 16:34:17
21,SK텔레콤,0.81,2026-08-24 16:34:17
22,LG에너지솔루션,0.79,2026-08-24 16:34:17
23,니어스랩,0.73,2026-08-24 16:34:17
24,LS ELECTRIC,0.70,2026-08-24 16:34:17
25,삼성생명,0.70,2026-08-24 16:34:17
26,HMM,0.67,2026-08-24 16:34:17
27,코오롱티슈진,0.67,2026-08-24 16:34:17
28,셀트리온,0.65,2026-08-24 16:34:17
29,포스코퓨처엠,0.64,2026-08-24 16:34:17
30,신풍제약,0.63,2026-08-24 16:34:17
