rank,name,score,ts
1,삼성전자,20.06,2026-01-02 15:43:50
2,SK하이닉스,7.02,2026-01-02 15:43:50
3,현대무벡스,3.18,2026-01-02 15:43:50
4,셀트리온,2.82,2026-01-02 15:43:50
5,한미반도체,2.50,2026-01-02 15:43:50
6,휴림로봇,2.42,2026-01-02 15:43:50
7,NAVER,2.13,2026-01-02 15:43:50
8,삼성전자우,1.90,2026-01-02 15:43:50
9,제주반도체,1.89,2026-01-02 15:43:50
10,고영,1.88,2026-01-02 15:43:50
11,두산에너빌리티,1.66,2026-01-02 15:43:50
12,한화오션,1.65,2026-01-02 15:43:50
13,계양전기,1.58,2026-01-02 15:43:50
14,노타,1.51,2026-01-02 15:43:50
15,에코프로,1.42,2026-01-02 15:43:50
16,카카오,1.29,2026-01-02 15:43:50
17,삼성에피스홀딩스,1.29,2026-01-02 15:43:50
18,현대차,1.23,2026-01-02 15:43:50
19,테라뷰,1.21,2026-01-02 15:43:50
20,코오롱티슈진,1.17,2026-01-02 15:43:50
21,대한광통신,1.14,2026-01-02 15:43:50
22,원익홀딩스,1.07,2026-01-02 15:43:50
23,에이비엘바이오,1.01,2026-01-02 15:43:50
24,삼성SDI,0.94,2026-01-02 15:43:50
25,삼성전기,0.94,2026-01-02 15:43:50
26,HLB,0.88,2026-01-02 15:43:50
27,세미파이브,0.84,2026-01-02 15:43:50
28,삼성중공업,0.82,2026-01-02 15:43:50
29,POSCO홀딩스,0.81,2026-01-02 15:43:50
30,포스코퓨처엠,0.78,2026-01-02 15:43:50
