rank,name,score,ts
1,삼성전자,11.13,2026-02-17 18:45:37
2,현대차,4.23,2026-02-17 18:45:37
3,SK하이닉스,4.16,2026-02-17 18:45:37
4,두산에너빌리티,4.11,2026-02-17 18:45:37
5,미래에셋증권,2.62,2026-02-17 18:45:37
6,에코프로,2.42,2026-02-17 18:45:37
7,POSCO홀딩스,2.06,2026-02-17 18:45:37
8,NAVER,1.98,2026-02-17 18:45:37
9,한화오션,1.96,2026-02-17 18:45:37
10,한화솔루션,1.81,2026-02-17 18:45:37
11,LG전자,1.77,2026-02-17 18:45:37
12,에코프로비엠,1.55,2026-02-17 18:45:37
13,삼성SDI,1.51,2026-02-17 18:45:37
14,셀트리온,1.41,2026-02-17 18:45:37
15,우리기술,1.40,2026-02-17 18:45:37
16,현대ADM,1.27,2026-02-17 18:45:37
17,한미반도체,1.25,2026-02-17 18:45:37
18,알테오젠,1.23,2026-02-17 18:45:37
19,SK텔레콤,1.22,2026-02-17 18:45:37
20,카카오,1.20,2026-02-17 18:45:37
21,삼성중공업,1.12,2026-02-17 18:45:37
22,펄어비스,1.10,2026-02-17 18:45:37
23,한화시스템,1.06,2026-02-17 18:45:37
24,SK증권,1.02,2026-02-17 18:45:37
25,한국항공우주,0.99,2026-02-17 18:45:37
26,휴림로봇,0.96,2026-02-17 18:45:37
27,삼성전자우,0.95,2026-02-17 18:45:37
28,한화에어로스페이스,0.94,2026-02-17 18:45:37
29,SK이터닉스,0.92,2026-02-17 18:45:37
30,한국전력,0.89,2026-02-17 18:45:37
