rank,name,score,ts
1,휴림로봇,7.67,2026-01-24 18:35:27
2,현대차,5.56,2026-01-24 18:35:27
3,삼성전자,5.04,2026-01-24 18:35:27
4,NAVER,3.47,2026-01-24 18:35:27
5,현대무벡스,3.00,2026-01-24 18:35:27
6,SK하이닉스,2.64,2026-01-24 18:35:27
7,알테오젠,2.61,2026-01-24 18:35:27
8,삼성SDI,2.53,2026-01-24 18:35:27
9,두산에너빌리티,2.37,2026-01-24 18:35:27
10,뉴로메카,2.29,2026-01-24 18:35:27
11,카카오페이,2.14,2026-01-24 18:35:27
12,에코프로,1.85,2026-01-24 18:35:27
13,POSCO홀딩스,1.77,2026-01-24 18:35:27
14,한화오션,1.70,2026-01-24 18:35:27
15,삼천당제약,1.63,2026-01-24 18:35:27
16,우리기술,1.57,2026-01-24 18:35:27
17,HLB,1.49,2026-01-24 18:35:27
18,다날,1.43,2026-01-24 18:35:27
19,한국전력,1.37,2026-01-24 18:35:27
20,LG씨엔에스,1.28,2026-01-24 18:35:27
21,카카오,1.25,2026-01-24 18:35:27
22,미래에셋증권,1.19,2026-01-24 18:35:27
23,에이비엘바이오,1.15,2026-01-24 18:35:27
24,에코프로비엠,1.13,2026-01-24 18:35:27
25,신성델타테크,1.10,2026-01-24 18:35:27
26,셀트리온,1.07,2026-01-24 18:35:27
27,펄어비스,1.05,2026-01-24 18:35:27
28,레인보우로보틱스,0.99,2026-01-24 18:35:27
29,삼성중공업,0.90,2026-01-24 18:35:27
30,한미반도체,0.86,2026-01-24 18:35:27
