rank,name,score,ts
1,삼성전자,7.70,2025-12-15 12:55:28
2,SK하이닉스,5.53,2025-12-15 12:55:28
3,원익홀딩스,3.53,2025-12-15 12:55:28
4,다원시스,2.82,2025-12-15 12:55:28
5,두산에너빌리티,2.74,2025-12-15 12:55:28
6,티엠씨,2.50,2025-12-15 12:55:28
7,삼표시멘트,2.17,2025-12-15 12:55:28
8,동양고속,2.13,2025-12-15 12:55:28
9,고려아연,1.95,2025-12-15 12:55:28
10,에코프로,1.95,2025-12-15 12:55:28
11,클로봇,1.88,2025-12-15 12:55:28
12,휴림로봇,1.70,2025-12-15 12:55:28
13,일동제약,1.69,2025-12-15 12:55:28
14,한화오션,1.45,2025-12-15 12:55:28
15,로보티즈,1.41,2025-12-15 12:55:28
16,천일고속,1.38,2025-12-15 12:55:28
17,현대차,1.37,2025-12-15 12:55:28
18,삼성바이오로직스,1.30,2025-12-15 12:55:28
19,삼성에피스홀딩스,1.30,2025-12-15 12:55:28
20,현대건설,1.30,2025-12-15 12:55:28
21,한화시스템,1.26,2025-12-15 12:55:28
22,알테오젠,1.26,2025-12-15 12:55:28
23,에이비엘바이오,1.26,2025-12-15 12:55:28
24,NAVER,1.20,2025-12-15 12:55:28
25,셀트리온,1.14,2025-12-15 12:55:28
26,포스코퓨처엠,1.10,2025-12-15 12:55:28
27,이수페타시스,1.08,2025-12-15 12:55:28
28,에스피지,1.05,2025-12-15 12:55:28
29,에코프로비엠,1.00,2025-12-15 12:55:28
30,대주산업,0.93,2025-12-15 12:55:28
