rank,name,score,ts
1,삼성전자,14.18,2026-05-17 19:01:51
2,SK하이닉스,8.58,2026-05-17 19:01:51
3,현대차,4.16,2026-05-17 19:01:51
4,LG전자,3.99,2026-05-17 19:01:51
5,한미반도체,2.45,2026-05-17 19:01:51
6,두산에너빌리티,2.20,2026-05-17 19:01:51
7,두산로보틱스,2.02,2026-05-17 19:01:51
8,대우건설,1.77,2026-05-17 19:01:51
9,LG씨엔에스,1.69,2026-05-17 19:01:51
10,대한광통신,1.65,2026-05-17 19:01:51
11,삼성SDI,1.53,2026-05-17 19:01:51
12,NAVER,1.47,2026-05-17 19:01:51
13,에코프로,1.40,2026-05-17 19:01:51
14,삼성중공업,1.35,2026-05-17 19:01:51
15,미래에셋증권,1.24,2026-05-17 19:01:51
16,제주반도체,1.24,2026-05-17 19:01:51
17,POSCO홀딩스,1.22,2026-05-17 19:01:51
18,알테오젠,1.22,2026-05-17 19:01:51
19,삼성전기,1.21,2026-05-17 19:01:51
20,LS ELECTRIC,1.14,2026-05-17 19:01:51
21,한화오션,1.04,2026-05-17 19:01:51
22,에코프로비엠,1.02,2026-05-17 19:01:51
23,대한전선,0.97,2026-05-17 19:01:51
24,현대건설,0.92,2026-05-17 19:01:51
25,카카오,0.89,2026-05-17 19:01:51
26,휴림로봇,0.86,2026-05-17 19:01:51
27,펄어비스,0.83,2026-05-17 19:01:51
28,현대모비스,0.82,2026-05-17 19:01:51
29,하나마이크론,0.81,2026-05-17 19:01:51
30,HD현대중공업,0.80,2026-05-17 19:01:51
