rank,name,score,ts
1,삼성전자,26.34,2026-07-08 20:20:44
2,SK하이닉스,21.32,2026-07-08 20:20:44
3,삼성전기,4.86,2026-07-08 20:20:44
4,현대차,3.26,2026-07-08 20:20:44
5,한화오션,2.79,2026-07-08 20:20:44
6,LG전자,2.61,2026-07-08 20:20:44
7,SK스퀘어,2.28,2026-07-08 20:20:44
8,두산에너빌리티,2.19,2026-07-08 20:20:44
9,NAVER,1.65,2026-07-08 20:20:44
10,LS ELECTRIC,1.33,2026-07-08 20:20:44
11,삼성SDI,1.14,2026-07-08 20:20:44
12,에코프로,1.03,2026-07-08 20:20:44
13,한미반도체,0.96,2026-07-08 20:20:44
14,삼성중공업,0.78,2026-07-08 20:20:44
15,LG이노텍,0.73,2026-07-08 20:20:44
16,알테오젠,0.72,2026-07-08 20:20:44
17,POSCO홀딩스,0.66,2026-07-08 20:20:44
18,금호타이어,0.65,2026-07-08 20:20:44
19,에코프로비엠,0.64,2026-07-08 20:20:44
20,LG에너지솔루션,0.63,2026-07-08 20:20:44
21,기아,0.57,2026-07-08 20:20:44
22,HLB,0.56,2026-07-08 20:20:44
23,삼성전자우,0.56,2026-07-08 20:20:44
24,미래에셋증권,0.55,2026-07-08 20:20:44
25,셀트리온,0.54,2026-07-08 20:20:44
26,현대모비스,0.52,2026-07-08 20:20:44
27,효성중공업,0.50,2026-07-08 20:20:44
28,한화시스템,0.46,2026-07-08 20:20:44
29,에이비엘바이오,0.45,2026-07-08 20:20:44
30,삼성물산,0.43,2026-07-08 20:20:44
