rank,name,score,ts
1,삼성전자,22.83,2026-07-21 20:21:21
2,SK하이닉스,18.44,2026-07-21 20:21:21
3,삼천당제약,3.90,2026-07-21 20:21:21
4,현대차,3.10,2026-07-21 20:21:21
5,삼성전기,2.88,2026-07-21 20:21:21
6,SK스퀘어,2.60,2026-07-21 20:21:21
7,두산에너빌리티,2.03,2026-07-21 20:21:21
8,레인보우로보틱스,1.92,2026-07-21 20:21:21
9,LG전자,1.88,2026-07-21 20:21:21
10,NAVER,1.65,2026-07-21 20:21:21
11,한화오션,1.55,2026-07-21 20:21:21
12,한미반도체,1.35,2026-07-21 20:21:21
13,코오롱티슈진,1.26,2026-07-21 20:21:21
14,에스피지,1.14,2026-07-21 20:21:21
15,삼성SDI,1.08,2026-07-21 20:21:21
16,에코프로,1.04,2026-07-21 20:21:21
17,LS ELECTRIC,0.93,2026-07-21 20:21:21
18,삼성중공업,0.80,2026-07-21 20:21:21
19,삼성전자우,0.80,2026-07-21 20:21:21
20,네이처셀,0.79,2026-07-21 20:21:21
21,HLB,0.77,2026-07-21 20:21:21
22,알테오젠,0.75,2026-07-21 20:21:21
23,삼현,0.72,2026-07-21 20:21:21
24,현대모비스,0.70,2026-07-21 20:21:21
25,LG이노텍,0.66,2026-07-21 20:21:21
26,POSCO홀딩스,0.64,2026-07-21 20:21:21
27,삼성물산,0.60,2026-07-21 20:21:21
28,에코프로비엠,0.60,2026-07-21 20:21:21
29,로보티즈,0.58,2026-07-21 20:21:21
30,클로봇,0.57,2026-07-21 20:21:21
