rank,name,score,ts
1,알테오젠,14.12,2026-01-21 12:57:05
2,현대차,8.59,2026-01-21 12:57:05
3,삼성전자,8.34,2026-01-21 12:57:05
4,휴림로봇,4.64,2026-01-21 12:57:05
5,SK하이닉스,3.46,2026-01-21 12:57:05
6,두산에너빌리티,2.84,2026-01-21 12:57:05
7,우리기술,2.50,2026-01-21 12:57:05
8,현대무벡스,2.46,2026-01-21 12:57:05
9,뉴로메카,2.19,2026-01-21 12:57:05
10,한국전력,1.95,2026-01-21 12:57:05
11,에이비엘바이오,1.60,2026-01-21 12:57:05
12,한화오션,1.32,2026-01-21 12:57:05
13,테크윙,1.24,2026-01-21 12:57:05
14,포스코DX,1.16,2026-01-21 12:57:05
15,NAVER,1.15,2026-01-21 12:57:05
16,기아,1.13,2026-01-21 12:57:05
17,삼성스팩13호,1.13,2026-01-21 12:57:05
18,유진로봇,1.12,2026-01-21 12:57:05
19,삼성SDI,1.09,2026-01-21 12:57:05
20,삼성중공업,1.01,2026-01-21 12:57:05
21,두산로보틱스,0.94,2026-01-21 12:57:05
22,POSCO홀딩스,0.92,2026-01-21 12:57:05
23,에코프로,0.83,2026-01-21 12:57:05
24,스맥,0.79,2026-01-21 12:57:05
25,보성파워텍,0.77,2026-01-21 12:57:05
26,셀트리온,0.77,2026-01-21 12:57:05
27,펩트론,0.75,2026-01-21 12:57:05
28,한미반도체,0.74,2026-01-21 12:57:05
29,큐렉소,0.71,2026-01-21 12:57:05
30,카카오,0.69,2026-01-21 12:57:05
