rank,name,score,ts
1,삼성전자,21.44,2026-08-12 12:02:01
2,SK하이닉스,12.82,2026-08-12 12:02:01
3,LG전자,6.58,2026-08-12 12:02:01
4,삼성전기,2.36,2026-08-12 12:02:01
5,SK스퀘어,2.20,2026-08-12 12:02:01
6,두산에너빌리티,2.03,2026-08-12 12:02:01
7,삼성SDI,1.93,2026-08-12 12:02:01
8,현대차,1.91,2026-08-12 12:02:01
9,금호건설,1.73,2026-08-12 12:02:01
10,NAVER,1.68,2026-08-12 12:02:01
11,주성엔지니어링,1.47,2026-08-12 12:02:01
12,한국콜마,1.33,2026-08-12 12:02:01
13,코오롱티슈진,1.33,2026-08-12 12:02:01
14,삼성전자우,1.29,2026-08-12 12:02:01
15,알테오젠,1.13,2026-08-12 12:02:01
16,한화오션,0.98,2026-08-12 12:02:01
17,대한광통신,0.95,2026-08-12 12:02:01
18,실리콘투,0.91,2026-08-12 12:02:01
19,대원전선,0.91,2026-08-12 12:02:01
20,셀트리온,0.88,2026-08-12 12:02:01
21,펄어비스,0.85,2026-08-12 12:02:01
22,LG이노텍,0.84,2026-08-12 12:02:01
23,LG씨엔에스,0.81,2026-08-12 12:02:01
24,한미반도체,0.79,2026-08-12 12:02:01
25,일진전기,0.77,2026-08-12 12:02:01
26,에코프로,0.77,2026-08-12 12:02:01
27,HLB,0.75,2026-08-12 12:02:01
28,제주반도체,0.73,2026-08-12 12:02:01
29,심텍,0.72,2026-08-12 12:02:01
30,한화솔루션,0.69,2026-08-12 12:02:01
