rank,name,score,ts
1,삼성전자,10.27,2026-02-11 19:13:43
2,LG전자,7.85,2026-02-11 19:13:43
3,SK하이닉스,4.94,2026-02-11 19:13:43
4,현대차,4.90,2026-02-11 19:13:43
5,두산에너빌리티,4.44,2026-02-11 19:13:43
6,카카오,3.60,2026-02-11 19:13:43
7,우리기술,2.59,2026-02-11 19:13:43
8,한화솔루션,2.13,2026-02-11 19:13:43
9,NAVER,2.03,2026-02-11 19:13:43
10,셀트리온,1.96,2026-02-11 19:13:43
11,에코프로,1.85,2026-02-11 19:13:43
12,이마트,1.41,2026-02-11 19:13:43
13,전진건설로봇,1.34,2026-02-11 19:13:43
14,삼성SDI,1.19,2026-02-11 19:13:43
15,POSCO홀딩스,1.13,2026-02-11 19:13:43
16,한화오션,1.13,2026-02-11 19:13:43
17,한온시스템,1.06,2026-02-11 19:13:43
18,LG씨엔에스,1.03,2026-02-11 19:13:43
19,유진로봇,1.02,2026-02-11 19:13:43
20,대우건설,1.01,2026-02-11 19:13:43
21,알테오젠,1.00,2026-02-11 19:13:43
22,삼표시멘트,1.00,2026-02-11 19:13:43
23,휴림로봇,0.95,2026-02-11 19:13:43
24,삼성중공업,0.91,2026-02-11 19:13:43
25,미래에셋증권,0.84,2026-02-11 19:13:43
26,한미반도체,0.83,2026-02-11 19:13:43
27,에이비엘바이오,0.81,2026-02-11 19:13:43
28,우리금융지주,0.80,2026-02-11 19:13:43
29,HD건설기계,0.79,2026-02-11 19:13:43
30,에코프로비엠,0.78,2026-02-11 19:13:43
