rank,name,score,ts
1,삼성전자,22.92,2026-08-18 18:54:58
2,SK하이닉스,21.93,2026-08-18 18:54:58
3,삼성전기,4.89,2026-08-18 18:54:58
4,현대차,2.73,2026-08-18 18:54:58
5,LG전자,2.60,2026-08-18 18:54:58
6,두산에너빌리티,2.14,2026-08-18 18:54:58
7,SK스퀘어,1.97,2026-08-18 18:54:58
8,NAVER,1.76,2026-08-18 18:54:58
9,삼성SDI,1.31,2026-08-18 18:54:58
10,한화오션,1.30,2026-08-18 18:54:58
11,더본코리아,1.09,2026-08-18 18:54:58
12,한미반도체,1.04,2026-08-18 18:54:58
13,알테오젠,0.94,2026-08-18 18:54:58
14,인제니아테라퓨틱스(Reg.S),0.87,2026-08-18 18:54:58
15,HMM,0.86,2026-08-18 18:54:58
16,LG이노텍,0.84,2026-08-18 18:54:58
17,에코프로,0.82,2026-08-18 18:54:58
18,LS ELECTRIC,0.80,2026-08-18 18:54:58
19,HLB,0.72,2026-08-18 18:54:58
20,삼성전자우,0.70,2026-08-18 18:54:58
21,POSCO홀딩스,0.68,2026-08-18 18:54:58
22,실리콘투,0.67,2026-08-18 18:54:58
23,삼성중공업,0.66,2026-08-18 18:54:58
24,로보티즈,0.62,2026-08-18 18:54:58
25,주성엔지니어링,0.60,2026-08-18 18:54:58
26,SK텔레콤,0.60,2026-08-18 18:54:58
27,제주반도체,0.58,2026-08-18 18:54:58
28,셀트리온,0.58,2026-08-18 18:54:58
29,이수페타시스,0.57,2026-08-18 18:54:58
30,SK이노베이션,0.54,2026-08-18 18:54:58
