rank,name,score,ts
1,삼성전자,18.34,2026-09-07 21:50:09
2,SK하이닉스,16.69,2026-09-07 21:50:09
3,두산에너빌리티,5.97,2026-09-07 21:50:09
4,삼성전기,2.69,2026-09-07 21:50:09
5,LG전자,2.64,2026-09-07 21:50:09
6,현대차,2.38,2026-09-07 21:50:09
7,삼성SDI,1.71,2026-09-07 21:50:09
8,NAVER,1.66,2026-09-07 21:50:09
9,SK스퀘어,1.64,2026-09-07 21:50:09
10,로보티즈,1.31,2026-09-07 21:50:09
11,알테오젠,1.25,2026-09-07 21:50:09
12,한미반도체,1.18,2026-09-07 21:50:09
13,삼성전자우,1.11,2026-09-07 21:50:09
14,엘앤에프,1.10,2026-09-07 21:50:09
15,한화오션,1.08,2026-09-07 21:50:09
16,LS ELECTRIC,1.02,2026-09-07 21:50:09
17,대우건설,0.95,2026-09-07 21:50:09
18,삼성중공업,0.95,2026-09-07 21:50:09
19,POSCO홀딩스,0.90,2026-09-07 21:50:09
20,한전기술,0.89,2026-09-07 21:50:09
21,현대건설,0.87,2026-09-07 21:50:09
22,스카이랩스,0.86,2026-09-07 21:50:09
23,에코프로,0.82,2026-09-07 21:50:09
24,필옵틱스,0.77,2026-09-07 21:50:09
25,두산퓨얼셀,0.75,2026-09-07 21:50:09
26,HLB,0.71,2026-09-07 21:50:09
27,LG이노텍,0.68,2026-09-07 21:50:09
28,SK이노베이션,0.67,2026-09-07 21:50:09
29,LG에너지솔루션,0.65,2026-09-07 21:50:09
30,가온전선,0.65,2026-09-07 21:50:09
