rank,name,score,ts
1,삼성전자,9.75,2026-01-09 18:40:05
2,SK하이닉스,7.05,2026-01-09 18:40:05
3,한화시스템,6.34,2026-01-09 18:40:05
4,현대차,5.32,2026-01-09 18:40:05
5,한화오션,3.45,2026-01-09 18:40:05
6,삼성중공업,2.73,2026-01-09 18:40:05
7,한미반도체,2.56,2026-01-09 18:40:05
8,계양전기,2.44,2026-01-09 18:40:05
9,두산에너빌리티,2.35,2026-01-09 18:40:05
10,현대오토에버,2.31,2026-01-09 18:40:05
11,한화에어로스페이스,2.01,2026-01-09 18:40:05
12,알테오젠,1.92,2026-01-09 18:40:05
13,셀트리온,1.73,2026-01-09 18:40:05
14,NAVER,1.48,2026-01-09 18:40:05
15,한화엔진,1.46,2026-01-09 18:40:05
16,한국항공우주,1.28,2026-01-09 18:40:05
17,에코프로,1.15,2026-01-09 18:40:05
18,알지노믹스,1.08,2026-01-09 18:40:05
19,현대로템,1.08,2026-01-09 18:40:05
20,HLB,1.08,2026-01-09 18:40:05
21,HJ중공업,1.07,2026-01-09 18:40:05
22,대한전선,1.04,2026-01-09 18:40:05
23,에이비엘바이오,1.00,2026-01-09 18:40:05
24,기아,0.98,2026-01-09 18:40:05
25,제주반도체,0.97,2026-01-09 18:40:05
26,LG전자,0.92,2026-01-09 18:40:05
27,디앤디파마텍,0.89,2026-01-09 18:40:05
28,카카오,0.87,2026-01-09 18:40:05
29,휴림로봇,0.86,2026-01-09 18:40:05
30,현대무벡스,0.85,2026-01-09 18:40:05
