rank,name,score,ts
1,삼성전자,9.63,2025-12-29 18:41:23
2,엘앤에프,9.52,2025-12-29 18:41:23
3,SK하이닉스,7.98,2025-12-29 18:41:23
4,휴림로봇,3.18,2025-12-29 18:41:23
5,두산에너빌리티,2.56,2025-12-29 18:41:23
6,NAVER,2.46,2025-12-29 18:41:23
7,원익홀딩스,2.22,2025-12-29 18:41:23
8,한화오션,2.06,2025-12-29 18:41:23
9,셀루메드,1.75,2025-12-29 18:41:23
10,카카오,1.69,2025-12-29 18:41:23
11,삼성에피스홀딩스,1.56,2025-12-29 18:41:23
12,현대차,1.51,2025-12-29 18:41:23
13,세미파이브,1.48,2025-12-29 18:41:23
14,에코프로,1.46,2025-12-29 18:41:23
15,현대무벡스,1.42,2025-12-29 18:41:23
16,한화에어로스페이스,1.36,2025-12-29 18:41:23
17,에코프로비엠,1.33,2025-12-29 18:41:23
18,포스코퓨처엠,1.16,2025-12-29 18:41:23
19,LG에너지솔루션,1.16,2025-12-29 18:41:23
20,삼성SDI,1.14,2025-12-29 18:41:23
21,HLB,1.14,2025-12-29 18:41:23
22,알테오젠,1.11,2025-12-29 18:41:23
23,펩트론,1.02,2025-12-29 18:41:23
24,쎄크,1.02,2025-12-29 18:41:23
25,서부T&D,0.97,2025-12-29 18:41:23
26,POSCO홀딩스,0.96,2025-12-29 18:41:23
27,에이비엘바이오,0.95,2025-12-29 18:41:23
28,한미반도체,0.93,2025-12-29 18:41:23
29,재영솔루텍,0.90,2025-12-29 18:41:23
30,삼성중공업,0.88,2025-12-29 18:41:23
