rank,name,score,ts
1,삼성전자,15.12,2026-06-15 20:29:32
2,SK하이닉스,10.13,2026-06-15 20:29:32
3,삼성전기,4.84,2026-06-15 20:29:32
4,LG전자,3.38,2026-06-15 20:29:32
5,현대차,3.30,2026-06-15 20:29:32
6,LG이노텍,3.04,2026-06-15 20:29:32
7,NAVER,2.84,2026-06-15 20:29:32
8,두산에너빌리티,2.74,2026-06-15 20:29:32
9,한미반도체,1.94,2026-06-15 20:29:32
10,후성,1.71,2026-06-15 20:29:32
11,LS ELECTRIC,1.64,2026-06-15 20:29:32
12,한화오션,1.43,2026-06-15 20:29:32
13,삼성SDI,1.33,2026-06-15 20:29:32
14,삼성중공업,1.26,2026-06-15 20:29:32
15,미래에셋증권,1.19,2026-06-15 20:29:32
16,에코프로,1.17,2026-06-15 20:29:32
17,LG씨엔에스,1.16,2026-06-15 20:29:32
18,HL만도,1.10,2026-06-15 20:29:32
19,삼성E&A,1.08,2026-06-15 20:29:32
20,HPSP,1.05,2026-06-15 20:29:32
21,대한항공,1.04,2026-06-15 20:29:32
22,현대건설,1.02,2026-06-15 20:29:32
23,POSCO홀딩스,0.97,2026-06-15 20:29:32
24,에코프로비엠,0.91,2026-06-15 20:29:32
25,삼성물산,0.90,2026-06-15 20:29:32
26,한화솔루션,0.87,2026-06-15 20:29:32
27,한국전력,0.81,2026-06-15 20:29:32
28,현대모비스,0.80,2026-06-15 20:29:32
29,리노공업,0.79,2026-06-15 20:29:32
30,두산로보틱스,0.78,2026-06-15 20:29:32
