rank,name,score,ts
1,삼성전자,9.58,2026-01-20 12:57:20
2,현대차,6.60,2026-01-20 12:57:20
3,SK하이닉스,3.78,2026-01-20 12:57:20
4,우리기술,3.18,2026-01-20 12:57:20
5,두산에너빌리티,2.87,2026-01-20 12:57:20
6,한국전력,2.77,2026-01-20 12:57:20
7,고영,2.70,2026-01-20 12:57:20
8,두산로보틱스,2.45,2026-01-20 12:57:20
9,현대무벡스,2.11,2026-01-20 12:57:20
10,휴림로봇,2.05,2026-01-20 12:57:20
11,삼성SDI,1.99,2026-01-20 12:57:20
12,NAVER,1.65,2026-01-20 12:57:20
13,삼성중공업,1.50,2026-01-20 12:57:20
14,에코프로,1.37,2026-01-20 12:57:20
15,한화오션,1.34,2026-01-20 12:57:20
16,보성파워텍,1.29,2026-01-20 12:57:20
17,대한전선,1.22,2026-01-20 12:57:20
18,포스코DX,1.22,2026-01-20 12:57:20
19,클로봇,1.20,2026-01-20 12:57:20
20,유진로봇,1.19,2026-01-20 12:57:20
21,기아,1.15,2026-01-20 12:57:20
22,한전기술,1.11,2026-01-20 12:57:20
23,알테오젠,1.10,2026-01-20 12:57:20
24,카카오,1.08,2026-01-20 12:57:20
25,POSCO홀딩스,1.08,2026-01-20 12:57:20
26,에이비엘바이오,1.07,2026-01-20 12:57:20
27,레인보우로보틱스,1.03,2026-01-20 12:57:20
28,LG전자,0.95,2026-01-20 12:57:20
29,SK텔레콤,0.93,2026-01-20 12:57:20
30,한화시스템,0.91,2026-01-20 12:57:20
