rank,name,score,ts
1,삼성전자,12.39,2026-03-20 18:44:35
2,SK하이닉스,4.74,2026-03-20 18:44:35
3,대우건설,3.90,2026-03-20 18:44:35
4,펄어비스,3.84,2026-03-20 18:44:35
5,두산에너빌리티,3.47,2026-03-20 18:44:35
6,삼천당제약,2.84,2026-03-20 18:44:35
7,우리기술,2.70,2026-03-20 18:44:35
8,SK이터닉스,2.41,2026-03-20 18:44:35
9,현대차,2.39,2026-03-20 18:44:35
10,두산퓨얼셀,2.24,2026-03-20 18:44:35
11,SK증권,2.19,2026-03-20 18:44:35
12,한화솔루션,2.10,2026-03-20 18:44:35
13,GS건설,1.59,2026-03-20 18:44:35
14,SK오션플랜트,1.55,2026-03-20 18:44:35
15,레인보우로보틱스,1.54,2026-03-20 18:44:35
16,현대건설,1.52,2026-03-20 18:44:35
17,하이브,1.39,2026-03-20 18:44:35
18,DL이앤씨,1.37,2026-03-20 18:44:35
19,펩트론,1.36,2026-03-20 18:44:35
20,삼성전자우,1.33,2026-03-20 18:44:35
21,에코프로,1.07,2026-03-20 18:44:35
22,삼성전기,0.97,2026-03-20 18:44:35
23,한화시스템,0.94,2026-03-20 18:44:35
24,삼성중공업,0.92,2026-03-20 18:44:35
25,한미반도체,0.92,2026-03-20 18:44:35
26,LIG넥스원,0.90,2026-03-20 18:44:35
27,현대ADM,0.88,2026-03-20 18:44:35
28,삼성SDI,0.88,2026-03-20 18:44:35
29,주성엔지니어링,0.88,2026-03-20 18:44:35
30,휴림로봇,0.88,2026-03-20 18:44:35
