rank,name,score,ts
1,삼성전자,12.40,2026-04-24 16:09:59
2,SK하이닉스,6.70,2026-04-24 16:09:59
3,두산에너빌리티,3.39,2026-04-24 16:09:59
4,현대차,3.13,2026-04-24 16:09:59
5,삼성SDI,2.43,2026-04-24 16:09:59
6,삼천당제약,2.41,2026-04-24 16:09:59
7,대주전자재료,2.30,2026-04-24 16:09:59
8,삼성중공업,2.18,2026-04-24 16:09:59
9,휴림로봇,2.14,2026-04-24 16:09:59
10,대우건설,1.96,2026-04-24 16:09:59
11,현대로템,1.72,2026-04-24 16:09:59
12,삼성전기,1.49,2026-04-24 16:09:59
13,주성엔지니어링,1.37,2026-04-24 16:09:59
14,에코프로,1.32,2026-04-24 16:09:59
15,대한광통신,1.25,2026-04-24 16:09:59
16,POSCO홀딩스,1.24,2026-04-24 16:09:59
17,한화오션,1.20,2026-04-24 16:09:59
18,호텔신라,1.17,2026-04-24 16:09:59
19,LG에너지솔루션,1.16,2026-04-24 16:09:59
20,고영,1.13,2026-04-24 16:09:59
21,LS ELECTRIC,1.12,2026-04-24 16:09:59
22,아주IB투자,1.11,2026-04-24 16:09:59
23,OCI홀딩스,1.02,2026-04-24 16:09:59
24,대한전선,1.02,2026-04-24 16:09:59
25,한화솔루션,0.99,2026-04-24 16:09:59
26,삼성E&A,0.99,2026-04-24 16:09:59
27,NAVER,0.98,2026-04-24 16:09:59
28,삼성전자우,0.96,2026-04-24 16:09:59
29,HD현대중공업,0.95,2026-04-24 16:09:59
30,대원전선,0.93,2026-04-24 16:09:59
