rank,name,score,ts
1,삼성전자,9.56,2026-04-29 13:38:13
2,SK하이닉스,5.54,2026-04-29 13:38:13
3,채비,5.03,2026-04-29 13:38:13
4,대한전선,4.15,2026-04-29 13:38:13
5,두산에너빌리티,4.01,2026-04-29 13:38:13
6,삼성SDI,3.02,2026-04-29 13:38:13
7,대우건설,2.59,2026-04-29 13:38:13
8,현대차,2.59,2026-04-29 13:38:13
9,대원전선,2.53,2026-04-29 13:38:13
10,아주IB투자,2.15,2026-04-29 13:38:13
11,POSCO홀딩스,1.92,2026-04-29 13:38:13
12,LS ELECTRIC,1.79,2026-04-29 13:38:13
13,한미반도체,1.45,2026-04-29 13:38:13
14,에코프로,1.36,2026-04-29 13:38:13
15,LS머트리얼즈,1.29,2026-04-29 13:38:13
16,삼성전기,1.24,2026-04-29 13:38:13
17,삼성중공업,1.21,2026-04-29 13:38:13
18,롯데케미칼,1.21,2026-04-29 13:38:13
19,한화엔진,1.21,2026-04-29 13:38:13
20,대한광통신,1.19,2026-04-29 13:38:13
21,한화솔루션,1.10,2026-04-29 13:38:13
22,NAVER,1.09,2026-04-29 13:38:13
23,현대로템,1.06,2026-04-29 13:38:13
24,삼성전자우,1.04,2026-04-29 13:38:13
25,SK이노베이션,1.01,2026-04-29 13:38:13
26,한화오션,0.96,2026-04-29 13:38:13
27,LG전자,0.87,2026-04-29 13:38:13
28,SK스퀘어,0.86,2026-04-29 13:38:13
29,에코프로비엠,0.86,2026-04-29 13:38:13
30,주성엔지니어링,0.80,2026-04-29 13:38:13
