rank,name,score,ts
1,삼성전자,15.62,2026-05-13 19:16:17
2,SK하이닉스,15.06,2026-05-13 19:16:17
3,현대차,6.35,2026-05-13 19:16:17
4,LG전자,2.40,2026-05-13 19:16:17
5,두산에너빌리티,2.36,2026-05-13 19:16:17
6,현대모비스,1.85,2026-05-13 19:16:17
7,대한광통신,1.82,2026-05-13 19:16:17
8,삼성전기,1.76,2026-05-13 19:16:17
9,LS ELECTRIC,1.66,2026-05-13 19:16:17
10,HLB,1.51,2026-05-13 19:16:17
11,삼성SDI,1.40,2026-05-13 19:16:17
12,POSCO홀딩스,1.32,2026-05-13 19:16:17
13,SK스퀘어,1.17,2026-05-13 19:16:17
14,대한항공,1.16,2026-05-13 19:16:17
15,삼성중공업,1.15,2026-05-13 19:16:17
16,기아,1.14,2026-05-13 19:16:17
17,NAVER,1.09,2026-05-13 19:16:17
18,한미반도체,1.07,2026-05-13 19:16:17
19,에코프로,1.01,2026-05-13 19:16:17
20,대우건설,1.00,2026-05-13 19:16:17
21,현대무벡스,0.99,2026-05-13 19:16:17
22,한화오션,0.98,2026-05-13 19:16:17
23,미래에셋증권,0.88,2026-05-13 19:16:17
24,알테오젠,0.88,2026-05-13 19:16:17
25,대한전선,0.85,2026-05-13 19:16:17
26,서울반도체,0.85,2026-05-13 19:16:17
27,펄어비스,0.84,2026-05-13 19:16:17
28,삼성전자우,0.78,2026-05-13 19:16:17
29,카카오,0.71,2026-05-13 19:16:17
30,에코프로비엠,0.71,2026-05-13 19:16:17
