rank,name,score,ts
1,삼성전자,11.67,2026-02-17 15:46:28
2,SK하이닉스,4.58,2026-02-17 15:46:28
3,현대차,4.34,2026-02-17 15:46:28
4,두산에너빌리티,3.90,2026-02-17 15:46:28
5,미래에셋증권,2.87,2026-02-17 15:46:28
6,에코프로,2.53,2026-02-17 15:46:28
7,POSCO홀딩스,2.14,2026-02-17 15:46:28
8,NAVER,1.93,2026-02-17 15:46:28
9,LG전자,1.90,2026-02-17 15:46:28
10,한화오션,1.83,2026-02-17 15:46:28
11,한화솔루션,1.75,2026-02-17 15:46:28
12,에코프로비엠,1.63,2026-02-17 15:46:28
13,셀트리온,1.51,2026-02-17 15:46:28
14,삼성SDI,1.46,2026-02-17 15:46:28
15,우리기술,1.44,2026-02-17 15:46:28
16,알테오젠,1.27,2026-02-17 15:46:28
17,한미반도체,1.26,2026-02-17 15:46:28
18,현대ADM,1.25,2026-02-17 15:46:28
19,SK텔레콤,1.23,2026-02-17 15:46:28
20,대한항공,1.13,2026-02-17 15:46:28
21,카카오,1.09,2026-02-17 15:46:28
22,삼성중공업,1.08,2026-02-17 15:46:28
23,휴림로봇,1.01,2026-02-17 15:46:28
24,SK증권,0.99,2026-02-17 15:46:28
25,펄어비스,0.99,2026-02-17 15:46:28
26,삼표시멘트,0.98,2026-02-17 15:46:28
27,비엘팜텍,0.97,2026-02-17 15:46:28
28,스피어,0.97,2026-02-17 15:46:28
29,삼성전자우,0.94,2026-02-17 15:46:28
30,SK이터닉스,0.93,2026-02-17 15:46:28
