rank,name,score,ts
1,삼성전자,8.82,2026-04-25 13:22:09
2,SK하이닉스,5.39,2026-04-25 13:22:09
3,두산에너빌리티,3.14,2026-04-25 13:22:09
4,현대차,2.88,2026-04-25 13:22:09
5,삼성SDI,2.43,2026-04-25 13:22:09
6,고영,2.30,2026-04-25 13:22:09
7,대우건설,2.20,2026-04-25 13:22:09
8,삼성중공업,2.10,2026-04-25 13:22:09
9,리노공업,2.01,2026-04-25 13:22:09
10,삼천당제약,1.81,2026-04-25 13:22:09
11,LS ELECTRIC,1.78,2026-04-25 13:22:09
12,효성중공업,1.76,2026-04-25 13:22:09
13,에코프로,1.58,2026-04-25 13:22:09
14,대한광통신,1.53,2026-04-25 13:22:09
15,펄어비스,1.48,2026-04-25 13:22:09
16,POSCO홀딩스,1.42,2026-04-25 13:22:09
17,휴림로봇,1.35,2026-04-25 13:22:09
18,삼성전기,1.34,2026-04-25 13:22:09
19,NAVER,1.28,2026-04-25 13:22:09
20,대한전선,1.19,2026-04-25 13:22:09
21,에코프로비엠,1.15,2026-04-25 13:22:09
22,제주반도체,1.07,2026-04-25 13:22:09
23,주성엔지니어링,1.06,2026-04-25 13:22:09
24,삼성E&A,1.05,2026-04-25 13:22:09
25,한화오션,1.03,2026-04-25 13:22:09
26,한미반도체,1.01,2026-04-25 13:22:09
27,대원전선,0.99,2026-04-25 13:22:09
28,OCI홀딩스,0.95,2026-04-25 13:22:09
29,HD현대중공업,0.95,2026-04-25 13:22:09
30,현대로템,0.90,2026-04-25 13:22:09
