rank,name,score,ts
1,삼성전자,8.07,2026-01-17 12:48:19
2,두산에너빌리티,4.51,2026-01-17 12:48:19
3,현대차,3.73,2026-01-17 12:48:19
4,SK하이닉스,3.45,2026-01-17 12:48:19
5,알테오젠,3.14,2026-01-17 12:48:19
6,휴림로봇,3.03,2026-01-17 12:48:19
7,뉴로메카,2.87,2026-01-17 12:48:19
8,POSCO홀딩스,2.12,2026-01-17 12:48:19
9,NAVER,2.08,2026-01-17 12:48:19
10,한화오션,2.06,2026-01-17 12:48:19
11,한화시스템,2.00,2026-01-17 12:48:19
12,포스코DX,1.98,2026-01-17 12:48:19
13,한미반도체,1.61,2026-01-17 12:48:19
14,모베이스전자,1.55,2026-01-17 12:48:19
15,LG씨엔에스,1.53,2026-01-17 12:48:19
16,삼성중공업,1.35,2026-01-17 12:48:19
17,우리기술,1.27,2026-01-17 12:48:19
18,현대무벡스,1.25,2026-01-17 12:48:19
19,에이비엘바이오,1.19,2026-01-17 12:48:19
20,에코프로,1.15,2026-01-17 12:48:19
21,지투지바이오,1.13,2026-01-17 12:48:19
22,클로봇,1.12,2026-01-17 12:48:19
23,위메이드,1.09,2026-01-17 12:48:19
24,HLB,1.07,2026-01-17 12:48:19
25,현대건설,0.99,2026-01-17 12:48:19
26,LG전자,0.98,2026-01-17 12:48:19
27,유진로봇,0.98,2026-01-17 12:48:19
28,삼천당제약,0.97,2026-01-17 12:48:19
29,셀트리온,0.95,2026-01-17 12:48:19
30,카카오,0.94,2026-01-17 12:48:19
