rank,name,score,ts
1,삼성전자,14.90,2026-03-19 13:16:10
2,SK하이닉스,6.04,2026-03-19 13:16:10
3,펄어비스,4.78,2026-03-19 13:16:10
4,두산에너빌리티,3.69,2026-03-19 13:16:10
5,대우건설,3.39,2026-03-19 13:16:10
6,우리기술,3.14,2026-03-19 13:16:10
7,SK이터닉스,2.97,2026-03-19 13:16:10
8,SK증권,2.58,2026-03-19 13:16:10
9,현대차,2.57,2026-03-19 13:16:10
10,삼성SDI,1.58,2026-03-19 13:16:10
11,한화시스템,1.53,2026-03-19 13:16:10
12,이수페타시스,1.44,2026-03-19 13:16:10
13,에코프로,1.44,2026-03-19 13:16:10
14,휴림로봇,1.38,2026-03-19 13:16:10
15,삼성전기,1.25,2026-03-19 13:16:10
16,삼성전자우,1.17,2026-03-19 13:16:10
17,HPSP,1.04,2026-03-19 13:16:10
18,LS ELECTRIC,1.03,2026-03-19 13:16:10
19,삼천당제약,1.02,2026-03-19 13:16:10
20,한미반도체,1.01,2026-03-19 13:16:10
21,GS건설,1.00,2026-03-19 13:16:10
22,NAVER,0.98,2026-03-19 13:16:10
23,LIG넥스원,0.96,2026-03-19 13:16:10
24,신성이엔지,0.95,2026-03-19 13:16:10
25,대한광통신,0.94,2026-03-19 13:16:10
26,현대로템,0.93,2026-03-19 13:16:10
27,현대건설,0.90,2026-03-19 13:16:10
28,한화솔루션,0.90,2026-03-19 13:16:10
29,미래에셋증권,0.88,2026-03-19 13:16:10
30,삼성중공업,0.86,2026-03-19 13:16:10
