rank,name,score,ts
1,삼성전자,13.47,2026-08-29 23:36:05
2,SK하이닉스,11.07,2026-08-29 23:36:05
3,두산에너빌리티,3.94,2026-08-29 23:36:05
4,삼성SDI,2.58,2026-08-29 23:36:05
5,삼성전기,2.51,2026-08-29 23:36:05
6,NAVER,2.41,2026-08-29 23:36:05
7,현대차,2.36,2026-08-29 23:36:05
8,알테오젠,1.82,2026-08-29 23:36:05
9,LG전자,1.74,2026-08-29 23:36:05
10,금호건설,1.45,2026-08-29 23:36:05
11,네이처셀,1.41,2026-08-29 23:36:05
12,한화오션,1.29,2026-08-29 23:36:05
13,컴투스,1.23,2026-08-29 23:36:05
14,POSCO홀딩스,1.19,2026-08-29 23:36:05
15,대한광통신,1.02,2026-08-29 23:36:05
16,삼성전자우,1.01,2026-08-29 23:36:05
17,대우건설,1.00,2026-08-29 23:36:05
18,LS ELECTRIC,1.00,2026-08-29 23:36:05
19,카카오,0.94,2026-08-29 23:36:05
20,동국제약,0.94,2026-08-29 23:36:05
21,금호전기,0.93,2026-08-29 23:36:05
22,SK텔레콤,0.90,2026-08-29 23:36:05
23,SK이노베이션,0.87,2026-08-29 23:36:05
24,에코프로,0.86,2026-08-29 23:36:05
25,HLB,0.85,2026-08-29 23:36:05
26,엘앤에프,0.83,2026-08-29 23:36:05
27,삼성중공업,0.82,2026-08-29 23:36:05
28,셀트리온,0.79,2026-08-29 23:36:05
29,펄어비스,0.78,2026-08-29 23:36:05
30,심텍,0.77,2026-08-29 23:36:05
