rank,name,score,ts
1,삼성전자,13.31,2026-06-01 10:32:14
2,LG전자,10.12,2026-06-01 10:32:14
3,SK하이닉스,7.16,2026-06-01 10:32:14
4,NAVER,4.38,2026-06-01 10:32:14
5,삼성전기,3.96,2026-06-01 10:32:14
6,현대차,3.72,2026-06-01 10:32:14
7,LG씨엔에스,3.48,2026-06-01 10:32:14
8,LG이노텍,2.65,2026-06-01 10:32:14
9,삼성전자우,2.36,2026-06-01 10:32:14
10,두산에너빌리티,2.16,2026-06-01 10:32:14
11,삼성에스디에스,1.86,2026-06-01 10:32:14
12,두산로보틱스,1.67,2026-06-01 10:32:14
13,SKC,1.53,2026-06-01 10:32:14
14,LS ELECTRIC,1.41,2026-06-01 10:32:14
15,LG디스플레이,1.32,2026-06-01 10:32:14
16,삼성SDI,1.17,2026-06-01 10:32:14
17,현대모비스,1.10,2026-06-01 10:32:14
18,대한광통신,1.08,2026-06-01 10:32:14
19,LG,0.94,2026-06-01 10:32:14
20,한화오션,0.94,2026-06-01 10:32:14
21,현대오토에버,0.89,2026-06-01 10:32:14
22,로보티즈,0.89,2026-06-01 10:32:14
23,로보스타,0.83,2026-06-01 10:32:14
24,대우건설,0.82,2026-06-01 10:32:14
25,레인보우로보틱스,0.79,2026-06-01 10:32:14
26,대한전선,0.78,2026-06-01 10:32:14
27,카카오,0.78,2026-06-01 10:32:14
28,한미반도체,0.74,2026-06-01 10:32:14
29,LG에너지솔루션,0.72,2026-06-01 10:32:14
30,주성엔지니어링,0.70,2026-06-01 10:32:14
