rank,name,score,ts
1,삼성전자,14.51,2026-03-14 09:50:41
2,SK하이닉스,5.27,2026-03-14 09:50:41
3,두산에너빌리티,3.65,2026-03-14 09:50:41
4,현대차,3.42,2026-03-14 09:50:41
5,우리기술,3.17,2026-03-14 09:50:41
6,한화시스템,2.57,2026-03-14 09:50:41
7,에코프로,2.38,2026-03-14 09:50:41
8,대우건설,1.85,2026-03-14 09:50:41
9,LIG넥스원,1.82,2026-03-14 09:50:41
10,삼성중공업,1.78,2026-03-14 09:50:41
11,한화솔루션,1.59,2026-03-14 09:50:41
12,네이처셀,1.38,2026-03-14 09:50:41
13,에코프로비엠,1.38,2026-03-14 09:50:41
14,SK이터닉스,1.38,2026-03-14 09:50:41
15,흥구석유,1.38,2026-03-14 09:50:41
16,펄어비스,1.37,2026-03-14 09:50:41
17,S-Oil,1.37,2026-03-14 09:50:41
18,한화오션,1.36,2026-03-14 09:50:41
19,한미반도체,1.34,2026-03-14 09:50:41
20,삼성SDI,1.32,2026-03-14 09:50:41
21,NAVER,1.20,2026-03-14 09:50:41
22,현대건설,1.17,2026-03-14 09:50:41
23,한화에어로스페이스,1.14,2026-03-14 09:50:41
24,대한광통신,1.10,2026-03-14 09:50:41
25,미래에셋증권,1.05,2026-03-14 09:50:41
26,LS머트리얼즈,1.03,2026-03-14 09:50:41
27,현대ADM,0.96,2026-03-14 09:50:41
28,포스코퓨처엠,0.90,2026-03-14 09:50:41
29,한국전력,0.86,2026-03-14 09:50:41
30,알테오젠,0.84,2026-03-14 09:50:41
