rank,name,score,ts
1,삼성전자,10.11,2026-05-01 13:45:25
2,SK하이닉스,5.13,2026-05-01 13:45:25
3,현대차,3.10,2026-05-01 13:45:25
4,대한전선,2.82,2026-05-01 13:45:25
5,두산에너빌리티,2.50,2026-05-01 13:45:25
6,POSCO홀딩스,2.23,2026-05-01 13:45:25
7,삼성SDI,2.20,2026-05-01 13:45:25
8,대원전선,2.18,2026-05-01 13:45:25
9,대우건설,2.05,2026-05-01 13:45:25
10,NAVER,2.00,2026-05-01 13:45:25
11,한미반도체,1.72,2026-05-01 13:45:25
12,에코프로,1.63,2026-05-01 13:45:25
13,삼성중공업,1.61,2026-05-01 13:45:25
14,한화솔루션,1.58,2026-05-01 13:45:25
15,LS ELECTRIC,1.56,2026-05-01 13:45:25
16,삼성전기,1.50,2026-05-01 13:45:25
17,LG전자,1.44,2026-05-01 13:45:25
18,산일전기,1.37,2026-05-01 13:45:25
19,대한광통신,1.20,2026-05-01 13:45:25
20,에코프로비엠,1.17,2026-05-01 13:45:25
21,한화오션,1.08,2026-05-01 13:45:25
22,펄어비스,1.07,2026-05-01 13:45:25
23,삼천당제약,1.07,2026-05-01 13:45:25
24,미래에셋증권,0.96,2026-05-01 13:45:25
25,서울반도체,0.94,2026-05-01 13:45:25
26,리노공업,0.90,2026-05-01 13:45:25
27,현대로템,0.90,2026-05-01 13:45:25
28,삼성바이오로직스,0.89,2026-05-01 13:45:25
29,두산로보틱스,0.87,2026-05-01 13:45:25
30,에이비엘바이오,0.86,2026-05-01 13:45:25
