rank,name,score,ts
1,삼성전자,21.62,2026-07-01 16:55:54
2,SK하이닉스,14.41,2026-07-01 16:55:54
3,SK스퀘어,3.04,2026-07-01 16:55:54
4,삼성전기,2.78,2026-07-01 16:55:54
5,주성엔지니어링,2.66,2026-07-01 16:55:54
6,에코프로,2.43,2026-07-01 16:55:54
7,현대차,2.30,2026-07-01 16:55:54
8,LG전자,1.81,2026-07-01 16:55:54
9,LS ELECTRIC,1.73,2026-07-01 16:55:54
10,가온전선,1.62,2026-07-01 16:55:54
11,두산에너빌리티,1.43,2026-07-01 16:55:54
12,SK이터닉스,1.34,2026-07-01 16:55:54
13,NAVER,1.23,2026-07-01 16:55:54
14,에코프로비엠,1.22,2026-07-01 16:55:54
15,HPSP,1.21,2026-07-01 16:55:54
16,한화오션,1.19,2026-07-01 16:55:54
17,대원전선,1.15,2026-07-01 16:55:54
18,한미반도체,1.14,2026-07-01 16:55:54
19,삼성전자우,1.10,2026-07-01 16:55:54
20,LG이노텍,0.93,2026-07-01 16:55:54
21,매드업,0.91,2026-07-01 16:55:54
22,삼성SDI,0.91,2026-07-01 16:55:54
23,대한전선,0.85,2026-07-01 16:55:54
24,이수페타시스,0.80,2026-07-01 16:55:54
25,삼성E&A,0.80,2026-07-01 16:55:54
26,스피어,0.74,2026-07-01 16:55:54
27,삼성중공업,0.72,2026-07-01 16:55:54
28,삼성물산,0.69,2026-07-01 16:55:54
29,대우건설,0.69,2026-07-01 16:55:54
30,LG에너지솔루션,0.67,2026-07-01 16:55:54
