rank,name,score,ts
1,삼성전자,17.86,2026-02-06 16:26:55
2,SK하이닉스,8.56,2026-02-06 16:26:55
3,한화솔루션,5.21,2026-02-06 16:26:55
4,현대차,3.58,2026-02-06 16:26:55
5,삼표시멘트,3.17,2026-02-06 16:26:55
6,두산에너빌리티,2.60,2026-02-06 16:26:55
7,에코프로,2.59,2026-02-06 16:26:55
8,NAVER,2.18,2026-02-06 16:26:55
9,휴림로봇,1.74,2026-02-06 16:26:55
10,한화시스템,1.51,2026-02-06 16:26:55
11,대한전선,1.48,2026-02-06 16:26:55
12,셀트리온,1.47,2026-02-06 16:26:55
13,삼성SDI,1.37,2026-02-06 16:26:55
14,한화오션,1.34,2026-02-06 16:26:55
15,알테오젠,1.09,2026-02-06 16:26:55
16,한미반도체,1.08,2026-02-06 16:26:55
17,삼성전자우,1.05,2026-02-06 16:26:55
18,우리기술,1.03,2026-02-06 16:26:55
19,에코프로비엠,0.94,2026-02-06 16:26:55
20,카카오,0.94,2026-02-06 16:26:55
21,스피어,0.93,2026-02-06 16:26:55
22,미래에셋증권,0.93,2026-02-06 16:26:55
23,SK텔레콤,0.91,2026-02-06 16:26:55
24,POSCO홀딩스,0.89,2026-02-06 16:26:55
25,우리금융지주,0.86,2026-02-06 16:26:55
26,삼성중공업,0.84,2026-02-06 16:26:55
27,뉴로메카,0.83,2026-02-06 16:26:55
28,비엘팜텍,0.83,2026-02-06 16:26:55
29,레인보우로보틱스,0.80,2026-02-06 16:26:55
30,에이비엘바이오,0.73,2026-02-06 16:26:55
