rank,name,score,ts
1,삼성전자,14.73,2026-04-09 13:18:54
2,SK하이닉스,6.59,2026-04-09 13:18:54
3,대우건설,4.53,2026-04-09 13:18:54
4,삼천당제약,4.03,2026-04-09 13:18:54
5,삼성SDI,3.07,2026-04-09 13:18:54
6,현대차,2.49,2026-04-09 13:18:54
7,후성,2.31,2026-04-09 13:18:54
8,LIG넥스원,2.17,2026-04-09 13:18:54
9,대한광통신,1.87,2026-04-09 13:18:54
10,삼성E&A,1.71,2026-04-09 13:18:54
11,우리기술,1.70,2026-04-09 13:18:54
12,SK텔레콤,1.69,2026-04-09 13:18:54
13,두산에너빌리티,1.68,2026-04-09 13:18:54
14,삼성전기,1.51,2026-04-09 13:18:54
15,현대건설,1.34,2026-04-09 13:18:54
16,DL이앤씨,1.31,2026-04-09 13:18:54
17,한화시스템,1.27,2026-04-09 13:18:54
18,LG에너지솔루션,1.22,2026-04-09 13:18:54
19,GS건설,1.15,2026-04-09 13:18:54
20,에코프로,1.12,2026-04-09 13:18:54
21,광전자,1.08,2026-04-09 13:18:54
22,NAVER,1.04,2026-04-09 13:18:54
23,POSCO홀딩스,0.98,2026-04-09 13:18:54
24,현대무벡스,0.94,2026-04-09 13:18:54
25,삼성중공업,0.93,2026-04-09 13:18:54
26,삼성전자우,0.89,2026-04-09 13:18:54
27,펄어비스,0.84,2026-04-09 13:18:54
28,한화오션,0.77,2026-04-09 13:18:54
29,흥아해운,0.76,2026-04-09 13:18:54
30,한미반도체,0.76,2026-04-09 13:18:54
