rank,name,score,ts
1,삼성전자,22.81,2026-08-22 16:07:05
2,SK하이닉스,13.65,2026-08-22 16:07:05
3,삼성전기,2.73,2026-08-22 16:07:05
4,카카오,2.50,2026-08-22 16:07:05
5,NAVER,2.34,2026-08-22 16:07:05
6,삼성전자우,2.17,2026-08-22 16:07:05
7,두산에너빌리티,1.99,2026-08-22 16:07:05
8,현대차,1.97,2026-08-22 16:07:05
9,LG전자,1.76,2026-08-22 16:07:05
10,알테오젠,1.67,2026-08-22 16:07:05
11,삼성SDI,1.64,2026-08-22 16:07:05
12,SK텔레콤,1.31,2026-08-22 16:07:05
13,코오롱티슈진,1.17,2026-08-22 16:07:05
14,한화오션,0.97,2026-08-22 16:07:05
15,SK스퀘어,0.94,2026-08-22 16:07:05
16,POSCO홀딩스,0.94,2026-08-22 16:07:05
17,금호건설,0.91,2026-08-22 16:07:05
18,HLB,0.86,2026-08-22 16:07:05
19,네이처셀,0.84,2026-08-22 16:07:05
20,에코프로,0.83,2026-08-22 16:07:05
21,LS ELECTRIC,0.75,2026-08-22 16:07:05
22,삼성생명,0.72,2026-08-22 16:07:05
23,삼성중공업,0.72,2026-08-22 16:07:05
24,한미반도체,0.71,2026-08-22 16:07:05
25,셀트리온,0.71,2026-08-22 16:07:05
26,LG이노텍,0.69,2026-08-22 16:07:05
27,삼성물산,0.62,2026-08-22 16:07:05
28,주성엔지니어링,0.62,2026-08-22 16:07:05
29,대한광통신,0.62,2026-08-22 16:07:05
30,아난티,0.61,2026-08-22 16:07:05
