rank,name,score,ts
1,삼성전자,13.94,2026-03-24 15:47:09
2,SK하이닉스,7.90,2026-03-24 15:47:09
3,엔켐,3.57,2026-03-24 15:47:09
4,두산에너빌리티,3.04,2026-03-24 15:47:09
5,대우건설,2.56,2026-03-24 15:47:09
6,셀트리온,2.55,2026-03-24 15:47:09
7,현대차,2.44,2026-03-24 15:47:09
8,우리기술,2.07,2026-03-24 15:47:09
9,알테오젠,1.99,2026-03-24 15:47:09
10,LG에너지솔루션,1.64,2026-03-24 15:47:09
11,에코프로,1.62,2026-03-24 15:47:09
12,삼천당제약,1.56,2026-03-24 15:47:09
13,한화솔루션,1.45,2026-03-24 15:47:09
14,흥아해운,1.43,2026-03-24 15:47:09
15,펄어비스,1.31,2026-03-24 15:47:09
16,하이브,1.31,2026-03-24 15:47:09
17,삼성SDI,1.21,2026-03-24 15:47:09
18,한화시스템,1.20,2026-03-24 15:47:09
19,차백신연구소,1.15,2026-03-24 15:47:09
20,SK이터닉스,1.13,2026-03-24 15:47:09
21,한미반도체,1.08,2026-03-24 15:47:09
22,엘앤에프,1.07,2026-03-24 15:47:09
23,SK증권,1.06,2026-03-24 15:47:09
24,대한광통신,1.04,2026-03-24 15:47:09
25,미래에셋증권,1.04,2026-03-24 15:47:09
26,빛과전자,1.01,2026-03-24 15:47:09
27,휴림로봇,0.94,2026-03-24 15:47:09
28,GS건설,0.92,2026-03-24 15:47:09
29,삼성전자우,0.89,2026-03-24 15:47:09
30,NAVER,0.89,2026-03-24 15:47:09
