rank,name,score,ts
1,삼성전자,10.27,2026-05-23 19:05:53
2,SK하이닉스,6.75,2026-05-23 19:05:53
3,삼성전기,3.35,2026-05-23 19:05:53
4,현대차,3.23,2026-05-23 19:05:53
5,LG전자,2.99,2026-05-23 19:05:53
6,주성엔지니어링,2.47,2026-05-23 19:05:53
7,에코프로,2.41,2026-05-23 19:05:53
8,두산에너빌리티,1.94,2026-05-23 19:05:53
9,NAVER,1.70,2026-05-23 19:05:53
10,에코프로비엠,1.68,2026-05-23 19:05:53
11,대한광통신,1.67,2026-05-23 19:05:53
12,LS ELECTRIC,1.48,2026-05-23 19:05:53
13,삼성SDI,1.44,2026-05-23 19:05:53
14,제주반도체,1.38,2026-05-23 19:05:53
15,네이처셀,1.37,2026-05-23 19:05:53
16,한미반도체,1.35,2026-05-23 19:05:53
17,대우건설,1.24,2026-05-23 19:05:53
18,삼성중공업,1.12,2026-05-23 19:05:53
19,현대모비스,1.09,2026-05-23 19:05:53
20,한화오션,1.07,2026-05-23 19:05:53
21,미래에셋증권,1.07,2026-05-23 19:05:53
22,POSCO홀딩스,1.05,2026-05-23 19:05:53
23,두산로보틱스,1.00,2026-05-23 19:05:53
24,알테오젠,1.00,2026-05-23 19:05:53
25,셀트리온,1.00,2026-05-23 19:05:53
26,현대바이오,0.99,2026-05-23 19:05:53
27,LG씨엔에스,0.98,2026-05-23 19:05:53
28,대덕전자,0.97,2026-05-23 19:05:53
29,파두,0.95,2026-05-23 19:05:53
30,LG이노텍,0.87,2026-05-23 19:05:53
