rank,name,score,ts
1,삼성전자,16.78,2026-05-28 16:46:30
2,SK하이닉스,15.48,2026-05-28 16:46:30
3,삼성전기,8.49,2026-05-28 16:46:30
4,현대차,3.67,2026-05-28 16:46:30
5,삼화콘덴서,2.39,2026-05-28 16:46:30
6,LG에너지솔루션,2.10,2026-05-28 16:46:30
7,삼성SDI,1.97,2026-05-28 16:46:30
8,LG전자,1.83,2026-05-28 16:46:30
9,LG이노텍,1.82,2026-05-28 16:46:30
10,NAVER,1.56,2026-05-28 16:46:30
11,대한광통신,1.55,2026-05-28 16:46:30
12,두산에너빌리티,1.46,2026-05-28 16:46:30
13,현대모비스,1.18,2026-05-28 16:46:30
14,한미반도체,1.17,2026-05-28 16:46:30
15,한화오션,1.10,2026-05-28 16:46:30
16,디앤디파마텍,1.05,2026-05-28 16:46:30
17,에코프로,1.05,2026-05-28 16:46:30
18,LS ELECTRIC,1.00,2026-05-28 16:46:30
19,삼성전자우,0.99,2026-05-28 16:46:30
20,펩트론,0.96,2026-05-28 16:46:30
21,제주반도체,0.94,2026-05-28 16:46:30
22,LG씨엔에스,0.90,2026-05-28 16:46:30
23,삼성에스디에스,0.90,2026-05-28 16:46:30
24,SOL AI반도체TOP2플러스,0.81,2026-05-28 16:46:30
25,POSCO홀딩스,0.81,2026-05-28 16:46:30
26,SK스퀘어,0.79,2026-05-28 16:46:30
27,주성엔지니어링,0.78,2026-05-28 16:46:30
28,대우건설,0.78,2026-05-28 16:46:30
29,삼성중공업,0.76,2026-05-28 16:46:30
30,에코프로비엠,0.74,2026-05-28 16:46:30
