rank,name,score,ts
1,삼성전자,18.76,2026-01-06 09:47:25
2,SK하이닉스,6.97,2026-01-06 09:47:25
3,두산에너빌리티,6.59,2026-01-06 09:47:25
4,현대차,4.71,2026-01-06 09:47:25
5,한미반도체,3.80,2026-01-06 09:47:25
6,에코프로,2.52,2026-01-06 09:47:25
7,대한전선,2.15,2026-01-06 09:47:25
8,한화오션,1.88,2026-01-06 09:47:25
9,삼성SDI,1.68,2026-01-06 09:47:25
10,HLB,1.66,2026-01-06 09:47:25
11,셀트리온,1.62,2026-01-06 09:47:25
12,NAVER,1.60,2026-01-06 09:47:25
13,원익홀딩스,1.57,2026-01-06 09:47:25
14,제주반도체,1.14,2026-01-06 09:47:25
15,현대무벡스,0.98,2026-01-06 09:47:25
16,HL만도,0.97,2026-01-06 09:47:25
17,에이비엘바이오,0.96,2026-01-06 09:47:25
18,LG에너지솔루션,0.95,2026-01-06 09:47:25
19,나무가,0.92,2026-01-06 09:47:25
20,에코프로비엠,0.92,2026-01-06 09:47:25
21,클로봇,0.86,2026-01-06 09:47:25
22,현대오토에버,0.85,2026-01-06 09:47:25
23,삼성중공업,0.85,2026-01-06 09:47:25
24,한국전력,0.84,2026-01-06 09:47:25
25,알테오젠,0.82,2026-01-06 09:47:25
26,카카오,0.81,2026-01-06 09:47:25
27,휴림로봇,0.78,2026-01-06 09:47:25
28,레인보우로보틱스,0.78,2026-01-06 09:47:25
29,삼성에피스홀딩스,0.76,2026-01-06 09:47:25
30,한화에어로스페이스,0.74,2026-01-06 09:47:25
