rank,name,score,ts
1,삼성전자,9.32,2026-04-21 13:29:45
2,삼성SDI,8.92,2026-04-21 13:29:45
3,SK하이닉스,6.95,2026-04-21 13:29:45
4,대우건설,5.24,2026-04-21 13:29:45
5,삼성전기,3.61,2026-04-21 13:29:45
6,LG에너지솔루션,2.62,2026-04-21 13:29:45
7,POSCO홀딩스,2.55,2026-04-21 13:29:45
8,두산에너빌리티,2.51,2026-04-21 13:29:45
9,현대차,2.48,2026-04-21 13:29:45
10,주성엔지니어링,2.38,2026-04-21 13:29:45
11,에코프로,1.69,2026-04-21 13:29:45
12,씨아이에스,1.66,2026-04-21 13:29:45
13,GS건설,1.52,2026-04-21 13:29:45
14,삼성중공업,1.52,2026-04-21 13:29:45
15,대한광통신,1.41,2026-04-21 13:29:45
16,삼천당제약,1.24,2026-04-21 13:29:45
17,하이브,1.16,2026-04-21 13:29:45
18,OCI홀딩스,1.16,2026-04-21 13:29:45
19,NAVER,0.97,2026-04-21 13:29:45
20,HD현대중공업,0.93,2026-04-21 13:29:45
21,대한전선,0.92,2026-04-21 13:29:45
22,에코프로비엠,0.92,2026-04-21 13:29:45
23,삼성전자우,0.92,2026-04-21 13:29:45
24,엘앤에프,0.91,2026-04-21 13:29:45
25,한화오션,0.90,2026-04-21 13:29:45
26,포스코퓨처엠,0.90,2026-04-21 13:29:45
27,우리기술,0.85,2026-04-21 13:29:45
28,한미반도체,0.81,2026-04-21 13:29:45
29,미래에셋증권,0.79,2026-04-21 13:29:45
30,삼성E&A,0.78,2026-04-21 13:29:45
