rank,name,score,ts
1,삼성전자,14.99,2025-12-26 15:43:30
2,SK하이닉스,5.56,2025-12-26 15:43:30
3,두산에너빌리티,3.83,2025-12-26 15:43:30
4,에이비엘바이오,2.80,2025-12-26 15:43:30
5,한화오션,2.74,2025-12-26 15:43:30
6,남선알미늄,2.49,2025-12-26 15:43:30
7,현대무벡스,2.10,2025-12-26 15:43:30
8,삼성에피스홀딩스,1.87,2025-12-26 15:43:30
9,NAVER,1.80,2025-12-26 15:43:30
10,한미반도체,1.80,2025-12-26 15:43:30
11,원익홀딩스,1.60,2025-12-26 15:43:30
12,에임드바이오,1.50,2025-12-26 15:43:30
13,디앤디파마텍,1.50,2025-12-26 15:43:30
14,온코닉테라퓨틱스,1.32,2025-12-26 15:43:30
15,노타,1.32,2025-12-26 15:43:30
16,현대차,1.29,2025-12-26 15:43:30
17,삼성전자우,1.28,2025-12-26 15:43:30
18,에코프로,1.26,2025-12-26 15:43:30
19,휴림로봇,1.23,2025-12-26 15:43:30
20,알지노믹스,1.22,2025-12-26 15:43:30
21,알테오젠,1.18,2025-12-26 15:43:30
22,재영솔루텍,1.14,2025-12-26 15:43:30
23,카카오,0.99,2025-12-26 15:43:30
24,조일알미늄,0.96,2025-12-26 15:43:30
25,미래에셋벤처투자,0.92,2025-12-26 15:43:30
26,현대약품,0.91,2025-12-26 15:43:30
27,삼성중공업,0.90,2025-12-26 15:43:30
28,대성산업,0.85,2025-12-26 15:43:30
29,천일고속,0.85,2025-12-26 15:43:30
30,오픈엣지테크놀로지,0.83,2025-12-26 15:43:30
