rank,name,score,ts
1,삼성전자,19.68,2026-05-06 10:08:33
2,SK하이닉스,16.81,2026-05-06 10:08:33
3,SK스퀘어,3.74,2026-05-06 10:08:33
4,현대차,3.08,2026-05-06 10:08:33
5,POSCO홀딩스,2.36,2026-05-06 10:08:33
6,한미반도체,2.21,2026-05-06 10:08:33
7,삼성전기,2.20,2026-05-06 10:08:33
8,두산에너빌리티,1.92,2026-05-06 10:08:33
9,삼성SDI,1.66,2026-05-06 10:08:33
10,삼성증권,1.64,2026-05-06 10:08:33
11,미래에셋증권,1.63,2026-05-06 10:08:33
12,LS ELECTRIC,1.47,2026-05-06 10:08:33
13,삼성중공업,1.10,2026-05-06 10:08:33
14,산일전기,1.09,2026-05-06 10:08:33
15,에코프로,1.09,2026-05-06 10:08:33
16,대우건설,1.04,2026-05-06 10:08:33
17,셀트리온,1.03,2026-05-06 10:08:33
18,NAVER,0.96,2026-05-06 10:08:33
19,SKC,0.94,2026-05-06 10:08:33
20,LG전자,0.93,2026-05-06 10:08:33
21,대한광통신,0.82,2026-05-06 10:08:33
22,한화오션,0.79,2026-05-06 10:08:33
23,LG에너지솔루션,0.77,2026-05-06 10:08:33
24,한국항공우주,0.76,2026-05-06 10:08:33
25,제룡전기,0.75,2026-05-06 10:08:33
26,효성중공업,0.75,2026-05-06 10:08:33
27,일진전기,0.74,2026-05-06 10:08:33
28,한국전력,0.70,2026-05-06 10:08:33
29,삼성전자우,0.69,2026-05-06 10:08:33
30,포스코퓨처엠,0.68,2026-05-06 10:08:33
