rank,name,score,ts
1,삼성전자,12.31,2026-04-30 19:13:31
2,SK하이닉스,7.08,2026-04-30 19:13:31
3,현대차,3.52,2026-04-30 19:13:31
4,삼성SDI,2.65,2026-04-30 19:13:31
5,두산에너빌리티,2.39,2026-04-30 19:13:31
6,삼성중공업,2.37,2026-04-30 19:13:31
7,POSCO홀딩스,2.30,2026-04-30 19:13:31
8,한미반도체,2.17,2026-04-30 19:13:31
9,산일전기,2.13,2026-04-30 19:13:31
10,대한전선,1.93,2026-04-30 19:13:31
11,NAVER,1.81,2026-04-30 19:13:31
12,LS ELECTRIC,1.63,2026-04-30 19:13:31
13,LG전자,1.62,2026-04-30 19:13:31
14,삼성전기,1.60,2026-04-30 19:13:31
15,대우건설,1.51,2026-04-30 19:13:31
16,에코프로,1.46,2026-04-30 19:13:31
17,대원전선,1.35,2026-04-30 19:13:31
18,한화솔루션,1.31,2026-04-30 19:13:31
19,SK스퀘어,1.21,2026-04-30 19:13:31
20,서울반도체,1.17,2026-04-30 19:13:31
21,두산로보틱스,1.17,2026-04-30 19:13:31
22,삼천당제약,1.05,2026-04-30 19:13:31
23,한화오션,1.05,2026-04-30 19:13:31
24,LG에너지솔루션,0.91,2026-04-30 19:13:31
25,현대로템,0.91,2026-04-30 19:13:31
26,미래에셋증권,0.90,2026-04-30 19:13:31
27,에이비엘바이오,0.86,2026-04-30 19:13:31
28,GS건설,0.86,2026-04-30 19:13:31
29,엘앤에프,0.85,2026-04-30 19:13:31
30,대한광통신,0.84,2026-04-30 19:13:31
