rank,name,score,ts
1,삼성전자,10.55,2026-01-22 12:59:04
2,현대차,7.42,2026-01-22 12:59:04
3,삼성SDI,5.52,2026-01-22 12:59:04
4,알테오젠,4.00,2026-01-22 12:59:04
5,SK하이닉스,3.47,2026-01-22 12:59:04
6,뉴로메카,2.59,2026-01-22 12:59:04
7,우리기술,2.57,2026-01-22 12:59:04
8,에코프로,2.34,2026-01-22 12:59:04
9,두산에너빌리티,2.24,2026-01-22 12:59:04
10,NAVER,1.82,2026-01-22 12:59:04
11,한화오션,1.69,2026-01-22 12:59:04
12,휴림로봇,1.51,2026-01-22 12:59:04
13,POSCO홀딩스,1.50,2026-01-22 12:59:04
14,한국전력,1.37,2026-01-22 12:59:04
15,셀트리온,1.26,2026-01-22 12:59:04
16,대한전선,1.21,2026-01-22 12:59:04
17,LG에너지솔루션,1.17,2026-01-22 12:59:04
18,슈어소프트테크,1.16,2026-01-22 12:59:04
19,삼성중공업,1.04,2026-01-22 12:59:04
20,유진로봇,1.02,2026-01-22 12:59:04
21,에코프로비엠,1.00,2026-01-22 12:59:04
22,카카오,0.99,2026-01-22 12:59:04
23,이수스페셜티케미컬,0.93,2026-01-22 12:59:04
24,기아,0.92,2026-01-22 12:59:04
25,모베이스전자,0.92,2026-01-22 12:59:04
26,현대모비스,0.89,2026-01-22 12:59:04
27,로보로보,0.88,2026-01-22 12:59:04
28,삼성전자우,0.87,2026-01-22 12:59:04
29,LG전자,0.85,2026-01-22 12:59:04
30,에이비엘바이오,0.83,2026-01-22 12:59:04
