rank,name,score,ts
1,삼성전자,11.88,2026-04-11 15:46:54
2,SK하이닉스,5.19,2026-04-11 15:46:54
3,대한광통신,4.51,2026-04-11 15:46:54
4,삼천당제약,3.59,2026-04-11 15:46:54
5,대우건설,3.03,2026-04-11 15:46:54
6,현대차,2.61,2026-04-11 15:46:54
7,펄어비스,1.89,2026-04-11 15:46:54
8,에코프로,1.71,2026-04-11 15:46:54
9,두산에너빌리티,1.70,2026-04-11 15:46:54
10,삼성전기,1.69,2026-04-11 15:46:54
11,GS건설,1.48,2026-04-11 15:46:54
12,삼성SDI,1.40,2026-04-11 15:46:54
13,대한해운,1.36,2026-04-11 15:46:54
14,NAVER,1.32,2026-04-11 15:46:54
15,POSCO홀딩스,1.23,2026-04-11 15:46:54
16,쏠리드,1.16,2026-04-11 15:46:54
17,에코프로비엠,1.15,2026-04-11 15:46:54
18,효성중공업,1.14,2026-04-11 15:46:54
19,삼성E&A,1.13,2026-04-11 15:46:54
20,신성이엔지,1.11,2026-04-11 15:46:54
21,우리기술,1.11,2026-04-11 15:46:54
22,한화솔루션,1.09,2026-04-11 15:46:54
23,LIG넥스원,1.04,2026-04-11 15:46:54
24,광전자,1.02,2026-04-11 15:46:54
25,빛과전자,1.00,2026-04-11 15:46:54
26,동진쎄미켐,0.97,2026-04-11 15:46:54
27,한미반도체,0.96,2026-04-11 15:46:54
28,셀트리온,0.95,2026-04-11 15:46:54
29,삼성중공업,0.94,2026-04-11 15:46:54
30,현대건설,0.89,2026-04-11 15:46:54
