rank,name,score,ts
1,SK하이닉스,30.00,2026-09-20 14:05:45
2,삼성전자,29.00,2026-09-20 14:05:45
3,대한광통신,28.00,2026-09-20 14:05:45
4,두산에너빌리티,27.00,2026-09-20 14:05:45
5,HLB,26.00,2026-09-20 14:05:45
6,현대차,25.00,2026-09-20 14:05:45
7,삼성전기,24.00,2026-09-20 14:05:45
8,NAVER,23.00,2026-09-20 14:05:45
9,가온전선,22.00,2026-09-20 14:05:45
10,DB하이텍,21.00,2026-09-20 14:05:45
11,성호전자,20.00,2026-09-20 14:05:45
12,삼성SDI,19.00,2026-09-20 14:05:45
13,알테오젠,18.00,2026-09-20 14:05:45
14,대한전선,17.00,2026-09-20 14:05:45
15,크래프톤,16.00,2026-09-20 14:05:45
16,LG전자,15.00,2026-09-20 14:05:45
17,한화오션,14.00,2026-09-20 14:05:45
18,대우건설,13.00,2026-09-20 14:05:45
19,삼성전자우,12.00,2026-09-20 14:05:45
20,한미반도체,11.00,2026-09-20 14:05:45
21,네이처셀,10.00,2026-09-20 14:05:45
22,삼성중공업,9.00,2026-09-20 14:05:45
23,우리기술,8.00,2026-09-20 14:05:45
24,라온로보틱스,7.00,2026-09-20 14:05:45
25,한전기술,6.00,2026-09-20 14:05:45
26,LS ELECTRIC,5.00,2026-09-20 14:05:45
27,오름테라퓨틱,4.00,2026-09-20 14:05:45
28,한화시스템,3.00,2026-09-20 14:05:45
29,POSCO홀딩스,2.00,2026-09-20 14:05:45
30,일진전기,1.00,2026-09-20 14:05:45
