rank,name,score,ts
1,삼성전자,20.95,2026-04-13 10:06:16
2,SK하이닉스,9.48,2026-04-13 10:06:16
3,현대차,3.13,2026-04-13 10:06:16
4,LIG넥스원,2.96,2026-04-13 10:06:16
5,삼천당제약,2.47,2026-04-13 10:06:16
6,SK이터닉스,2.30,2026-04-13 10:06:16
7,두산에너빌리티,2.09,2026-04-13 10:06:16
8,에코프로,1.98,2026-04-13 10:06:16
9,한화시스템,1.86,2026-04-13 10:06:16
10,대한광통신,1.66,2026-04-13 10:06:16
11,대우건설,1.51,2026-04-13 10:06:16
12,펄어비스,1.49,2026-04-13 10:06:16
13,삼성SDI,1.46,2026-04-13 10:06:16
14,삼성전기,1.35,2026-04-13 10:06:16
15,GS건설,1.29,2026-04-13 10:06:16
16,넥스틸,1.27,2026-04-13 10:06:16
17,한화에어로스페이스,1.20,2026-04-13 10:06:16
18,한미반도체,1.14,2026-04-13 10:06:16
19,현대건설,1.09,2026-04-13 10:06:16
20,삼아알미늄,1.09,2026-04-13 10:06:16
21,삼성E&A,1.03,2026-04-13 10:06:16
22,삼성중공업,1.00,2026-04-13 10:06:16
23,NAVER,0.99,2026-04-13 10:06:16
24,LS ELECTRIC,0.98,2026-04-13 10:06:16
25,한화오션,0.85,2026-04-13 10:06:16
26,POSCO홀딩스,0.85,2026-04-13 10:06:16
27,에코프로비엠,0.77,2026-04-13 10:06:16
28,미래에셋증권,0.74,2026-04-13 10:06:16
29,후성,0.74,2026-04-13 10:06:16
30,동진쎄미켐,0.73,2026-04-13 10:06:16
