rank,name,score,ts
1,삼성전자,30.00,2026-09-15 14:05:09
2,SK하이닉스,29.00,2026-09-15 14:05:09
3,두산에너빌리티,28.00,2026-09-15 14:05:09
4,삼성SDI,27.00,2026-09-15 14:05:09
5,삼성전자우,26.00,2026-09-15 14:05:09
6,삼성전기,25.00,2026-09-15 14:05:09
7,현대차,24.00,2026-09-15 14:05:09
8,삼성중공업,23.00,2026-09-15 14:05:09
9,로보티즈,22.00,2026-09-15 14:05:09
10,에이비엘바이오,21.00,2026-09-15 14:05:09
11,LG전자,20.00,2026-09-15 14:05:09
12,주성엔지니어링,19.00,2026-09-15 14:05:09
13,NAVER,18.00,2026-09-15 14:05:09
14,한화오션,17.00,2026-09-15 14:05:09
15,에스피지,16.00,2026-09-15 14:05:09
16,HLB,15.00,2026-09-15 14:05:09
17,SK스퀘어,14.00,2026-09-15 14:05:09
18,HD현대중공업,13.00,2026-09-15 14:05:09
19,알테오젠,12.00,2026-09-15 14:05:09
20,원익홀딩스,11.00,2026-09-15 14:05:09
21,광전자,10.00,2026-09-15 14:05:09
22,포스코퓨처엠,9.00,2026-09-15 14:05:09
23,대우건설,8.00,2026-09-15 14:05:09
24,SK이노베이션,7.00,2026-09-15 14:05:09
25,한국첨단소재,6.00,2026-09-15 14:05:09
26,대한광통신,5.00,2026-09-15 14:05:09
27,POSCO홀딩스,4.00,2026-09-15 14:05:09
28,한미반도체,3.00,2026-09-15 14:05:09
29,효성중공업,2.00,2026-09-15 14:05:09
30,GS건설,1.00,2026-09-15 14:05:09
