rank,name,score,ts
1,삼성전자,9.70,2026-04-28 13:40:54
2,SK하이닉스,6.08,2026-04-28 13:40:54
3,현대차,5.39,2026-04-28 13:40:54
4,대우건설,4.38,2026-04-28 13:40:54
5,삼성SDI,3.91,2026-04-28 13:40:54
6,POSCO홀딩스,2.96,2026-04-28 13:40:54
7,에이비엘바이오,2.48,2026-04-28 13:40:54
8,삼성전기,2.45,2026-04-28 13:40:54
9,두산에너빌리티,2.15,2026-04-28 13:40:54
10,LS ELECTRIC,2.12,2026-04-28 13:40:54
11,SK증권,2.00,2026-04-28 13:40:54
12,LG전자,1.76,2026-04-28 13:40:54
13,한미반도체,1.68,2026-04-28 13:40:54
14,대한광통신,1.65,2026-04-28 13:40:54
15,씨아이에스,1.65,2026-04-28 13:40:54
16,대한전선,1.45,2026-04-28 13:40:54
17,삼성중공업,1.31,2026-04-28 13:40:54
18,삼성전자우,1.25,2026-04-28 13:40:54
19,에코프로,1.24,2026-04-28 13:40:54
20,NAVER,1.14,2026-04-28 13:40:54
21,한화솔루션,1.10,2026-04-28 13:40:54
22,LG이노텍,1.05,2026-04-28 13:40:54
23,삼천당제약,0.91,2026-04-28 13:40:54
24,효성중공업,0.91,2026-04-28 13:40:54
25,한화오션,0.88,2026-04-28 13:40:54
26,서울반도체,0.84,2026-04-28 13:40:54
27,삼성E&A,0.83,2026-04-28 13:40:54
28,한화시스템,0.79,2026-04-28 13:40:54
29,고영,0.78,2026-04-28 13:40:54
30,SK스퀘어,0.78,2026-04-28 13:40:54
