rank,name,score,ts
1,삼성전자,11.43,2026-06-14 10:33:11
2,SK하이닉스,7.24,2026-06-14 10:33:11
3,NAVER,4.00,2026-06-14 10:33:11
4,미래에셋증권,3.37,2026-06-14 10:33:11
5,삼성전기,3.37,2026-06-14 10:33:11
6,LG전자,3.24,2026-06-14 10:33:11
7,현대차,3.14,2026-06-14 10:33:11
8,한미반도체,2.59,2026-06-14 10:33:11
9,두산에너빌리티,2.15,2026-06-14 10:33:11
10,현대건설,1.83,2026-06-14 10:33:11
11,대우건설,1.36,2026-06-14 10:33:11
12,한화오션,1.34,2026-06-14 10:33:11
13,LG씨엔에스,1.34,2026-06-14 10:33:11
14,삼성SDI,1.24,2026-06-14 10:33:11
15,에코프로,1.23,2026-06-14 10:33:11
16,삼성E&A,1.22,2026-06-14 10:33:11
17,HPSP,1.14,2026-06-14 10:33:11
18,주성엔지니어링,1.13,2026-06-14 10:33:11
19,LG이노텍,1.09,2026-06-14 10:33:11
20,우리기술,1.07,2026-06-14 10:33:11
21,LS ELECTRIC,1.07,2026-06-14 10:33:11
22,대한광통신,1.05,2026-06-14 10:33:11
23,원익IPS,1.02,2026-06-14 10:33:11
24,TIGER 미국우주테크,0.98,2026-06-14 10:33:11
25,삼성중공업,0.97,2026-06-14 10:33:11
26,POSCO홀딩스,0.96,2026-06-14 10:33:11
27,삼성에스디에스,0.96,2026-06-14 10:33:11
28,에코프로비엠,0.91,2026-06-14 10:33:11
29,스피어,0.91,2026-06-14 10:33:11
30,후성,0.89,2026-06-14 10:33:11
