rank,name,score,ts
1,삼성전자,13.29,2026-02-23 13:16:16
2,SK하이닉스,5.85,2026-02-23 13:16:16
3,현대차,3.84,2026-02-23 13:16:16
4,우리기술,3.14,2026-02-23 13:16:16
5,LG전자,2.93,2026-02-23 13:16:16
6,두산에너빌리티,2.88,2026-02-23 13:16:16
7,삼성전기,2.31,2026-02-23 13:16:16
8,에코프로,2.29,2026-02-23 13:16:16
9,미래에셋증권,2.10,2026-02-23 13:16:16
10,한화솔루션,2.04,2026-02-23 13:16:16
11,흥구석유,1.72,2026-02-23 13:16:16
12,한화오션,1.69,2026-02-23 13:16:16
13,삼표시멘트,1.58,2026-02-23 13:16:16
14,삼성SDI,1.49,2026-02-23 13:16:16
15,NAVER,1.33,2026-02-23 13:16:16
16,삼성전자우,1.33,2026-02-23 13:16:16
17,대한전선,1.25,2026-02-23 13:16:16
18,현대ADM,1.25,2026-02-23 13:16:16
19,현대바이오,1.24,2026-02-23 13:16:16
20,POSCO홀딩스,1.22,2026-02-23 13:16:16
21,한화생명,1.13,2026-02-23 13:16:16
22,한미반도체,1.08,2026-02-23 13:16:16
23,대한항공,1.05,2026-02-23 13:16:16
24,알테오젠,1.05,2026-02-23 13:16:16
25,한화시스템,1.04,2026-02-23 13:16:16
26,삼성중공업,0.97,2026-02-23 13:16:16
27,셀트리온,0.96,2026-02-23 13:16:16
28,한온시스템,0.95,2026-02-23 13:16:16
29,휴림로봇,0.94,2026-02-23 13:16:16
30,대한광통신,0.94,2026-02-23 13:16:16
