rank,name,score,ts
1,삼성전자,19.01,2026-09-03 20:28:34
2,SK하이닉스,16.59,2026-09-03 20:28:34
3,삼성전기,3.63,2026-09-03 20:28:34
4,두산에너빌리티,2.89,2026-09-03 20:28:34
5,현대차,2.72,2026-09-03 20:28:34
6,알테오젠,2.69,2026-09-03 20:28:34
7,삼성중공업,2.50,2026-09-03 20:28:34
8,삼성SDI,1.94,2026-09-03 20:28:34
9,SK스퀘어,1.92,2026-09-03 20:28:34
10,한화오션,1.84,2026-09-03 20:28:34
11,포스코DX,1.50,2026-09-03 20:28:34
12,NAVER,1.42,2026-09-03 20:28:34
13,LG전자,1.41,2026-09-03 20:28:34
14,POSCO홀딩스,1.29,2026-09-03 20:28:34
15,포스코인터내셔널,1.21,2026-09-03 20:28:34
16,LG에너지솔루션,1.01,2026-09-03 20:28:34
17,에코프로,0.84,2026-09-03 20:28:34
18,LS ELECTRIC,0.81,2026-09-03 20:28:34
19,삼성전자우,0.80,2026-09-03 20:28:34
20,한국전력,0.79,2026-09-03 20:28:34
21,SK텔레콤,0.78,2026-09-03 20:28:34
22,현대건설,0.75,2026-09-03 20:28:34
23,LG이노텍,0.74,2026-09-03 20:28:34
24,KB금융,0.72,2026-09-03 20:28:34
25,한미반도체,0.71,2026-09-03 20:28:34
26,HLB,0.70,2026-09-03 20:28:34
27,포스코퓨처엠,0.69,2026-09-03 20:28:34
28,엘앤에프,0.69,2026-09-03 20:28:34
29,펩트론,0.68,2026-09-03 20:28:34
30,셀트리온,0.64,2026-09-03 20:28:34
