rank,name,score,ts
1,삼성전자,22.12,2026-08-12 14:11:19
2,SK하이닉스,16.08,2026-08-12 14:11:19
3,LG전자,4.06,2026-08-12 14:11:19
4,삼성전기,2.64,2026-08-12 14:11:19
5,SK스퀘어,1.85,2026-08-12 14:11:19
6,두산에너빌리티,1.83,2026-08-12 14:11:19
7,현대차,1.82,2026-08-12 14:11:19
8,NAVER,1.73,2026-08-12 14:11:19
9,삼성전자우,1.59,2026-08-12 14:11:19
10,금호건설,1.51,2026-08-12 14:11:19
11,삼성SDI,1.40,2026-08-12 14:11:19
12,주성엔지니어링,1.29,2026-08-12 14:11:19
13,셀트리온,1.23,2026-08-12 14:11:19
14,알테오젠,1.13,2026-08-12 14:11:19
15,대한광통신,1.10,2026-08-12 14:11:19
16,한화오션,1.07,2026-08-12 14:11:19
17,펄어비스,0.94,2026-08-12 14:11:19
18,코오롱티슈진,0.93,2026-08-12 14:11:19
19,한국콜마,0.91,2026-08-12 14:11:19
20,한미반도체,0.89,2026-08-12 14:11:19
21,제주반도체,0.82,2026-08-12 14:11:19
22,LG이노텍,0.80,2026-08-12 14:11:19
23,대원전선,0.79,2026-08-12 14:11:19
24,대우건설,0.77,2026-08-12 14:11:19
25,한화에어로스페이스,0.76,2026-08-12 14:11:19
26,카카오,0.74,2026-08-12 14:11:19
27,HLB,0.72,2026-08-12 14:11:19
28,한화솔루션,0.69,2026-08-12 14:11:19
29,에코프로,0.69,2026-08-12 14:11:19
30,삼성중공업,0.64,2026-08-12 14:11:19
