rank,name,score,ts
1,삼성전자,21.08,2026-04-09 09:55:15
2,SK하이닉스,9.91,2026-04-09 09:55:15
3,삼천당제약,6.26,2026-04-09 09:55:15
4,현대차,4.11,2026-04-09 09:55:15
5,두산에너빌리티,2.21,2026-04-09 09:55:15
6,대우건설,1.97,2026-04-09 09:55:15
7,삼성SDI,1.88,2026-04-09 09:55:15
8,SK이터닉스,1.81,2026-04-09 09:55:15
9,현대건설,1.77,2026-04-09 09:55:15
10,GS건설,1.75,2026-04-09 09:55:15
11,현대무벡스,1.52,2026-04-09 09:55:15
12,삼성중공업,1.47,2026-04-09 09:55:15
13,에코프로,1.33,2026-04-09 09:55:15
14,삼성E&A,1.29,2026-04-09 09:55:15
15,한화시스템,1.27,2026-04-09 09:55:15
16,젬백스,1.08,2026-04-09 09:55:15
17,한미반도체,1.08,2026-04-09 09:55:15
18,DL이앤씨,1.03,2026-04-09 09:55:15
19,한화오션,1.03,2026-04-09 09:55:15
20,LIG넥스원,1.02,2026-04-09 09:55:15
21,한국전력,0.98,2026-04-09 09:55:15
22,엘앤에프,0.97,2026-04-09 09:55:15
23,대한광통신,0.87,2026-04-09 09:55:15
24,펄어비스,0.87,2026-04-09 09:55:15
25,미래에셋증권,0.85,2026-04-09 09:55:15
26,삼성전기,0.81,2026-04-09 09:55:15
27,NAVER,0.81,2026-04-09 09:55:15
28,POSCO홀딩스,0.76,2026-04-09 09:55:15
29,한화에어로스페이스,0.76,2026-04-09 09:55:15
30,레인보우로보틱스,0.74,2026-04-09 09:55:15
